document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
155,what company is the agent in the agreement,lp,1,0,0,"Whitehawk Capital PARTNERS, LP"
155,what company is the collateral agent in the agreement,lp,1,0,0,"Whitehawk Capital PARTNERS, LP"
155,what company is the administrative agent in the agreement,whitehawk capital partners lp,1,0,0,"Whitehawk Capital PARTNERS, LP"
155,what company is the collateral agent in the agreement,whitehawk capital partners lp,1,0,0,"Whitehawk Capital PARTNERS, LP"
155,what company is the lenders in the agreement,whitehawk finance llc,1,0,0,WhiteHawk Finance LLC
141,what is the position of ann t. anthony,treasurer,1,0,0,Treasurer
141,what is the position of david w. dinella,senior vice president,1,0,0,Senior Vice President
141,what is the position of jeff skalka,vice president,1,0,0,Vice President
141,what is the position of renee m. bonnell,vice president,1,0,0,Vice President
141,what is the position of richard r. powell,vice president,1,0,0,Vice President
141,what is the position of thomas e. redmond,senior vice president,1,0,0,Senior Vice President
141,what is the position of vijay prasad,senior vice president,1,0,0,Senior Vice President
141,in what organization does andrew d. holtz work,citizens bank of pennsylvania,1,0,0,THE NORTHERN TRUST COMPANY
141,in what organization does ann t. anthony work,south jersey gas company,1,0,0,South Jersey Gas Company
141,in what organization does david w. dinella work,citizens bank of pennsylvania,1,0,0,CITIZENS BANK OF PENNSYLVANIA
141,in what organization does jeff skalka work,"keybank, national association",1,0,0,BRANCH BANKING AND TRUST COMPANY
141,in what organization does renee m. bonnell work,"keybank, national association",1,0,0,"KEYBANK, NATIONAL ASSOCIATION"
141,in what organization does richard r. powell work,"keybank, national association",1,0,0,"BANK OF AMERICA, N.A."
141,in what organization does thomas e. redmond work,citizens bank of pennsylvania,1,0,0,"PNC BANK, NATIONAL ASSOCIATION"
141,in what organization does vijay prasad work,"n.a., td bank",1,0,0,"TD BANK, N.A."
141,who is the representative of south jersey gas company,ann t. anthony,1,0,0,Ann T. Anthony
141,"who is the representative of td bank, n.a.",vijay prasad,1,0,0,Vijay Prasad
141,"what type of location is 500 first avenuepittsburgh, pa 15219",agency services,1,0,0,Not found
141,what is the role of branch banking and trust company in the agreement,lender,1,0,0,Lender
141,"what is the role of south jersey gas company, in the agreement",borrower,1,0,0,Borrower
141,what is the role of south jersey gas company in the agreement,borrower,1,0,0,Borrower
141,"what is the role of td bank, n.a. in the agreement",lender,1,0,0,Lender
141,what is the role of citizens bank of pennsylvania in the agreement,lender,1,0,0,Lender
141,"what is the role of keybank, national association in the agreement",lender,1,0,0,Lender
141,what company is the book runner in the agreement,pnc capital markets llc,1,0,0,PNC CAPITAL MARKETS LLC
141,what company is the borrower in the agreement,south jersey gas company,1,0,0,SOUTH JERSEY GAS COMPANY
141,what company is the parent in the agreement,"inc., south jersey industries",1,0,0,"South Jersey Industries, Inc."
169,what is the position of anwar s. young,authorized signatory,1,0,0,Authorized Signatory
169,what is the position of jeff bliss,vice president,1,0,0,Vice President
169,what is the position of john m. olsen,authorized signatory,1,0,0,Authorized Signatory
169,what is the position of noam s. azachi,authorized signatory,1,0,0,Authorized Signatory
169,in what organization does anwar s. young work,barclays bank plc,1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
169,in what organization does jeff bliss work,"new york branch, rabobank nederland, co peratieve centrale raiffeisen boerenleenbank b.a.",1,0,0,"COÖPERATIEVE CENTRALE RAIFFEISEN – BOERENLEENBANK B.A.,""RABOBANK NEDERLAND"", NEW YORK BRANCH"
169,in what organization does john m. olsen work,barclays bank plc,1,0,0,"BANK OF AMERICA, N.A."
169,in what organization does joseph b. johnson work,"inc., chiquita brands international",1,0,0,"CHIQUITA BRANDS INTERNATIONAL, INC."
169,in what organization does mark walton work,barclays bank plc,1,0,0,GOLDMAN SACHS BANK USA
169,in what organization does noam s. azachi work,barclays bank plc,1,0,0,BARCLAYS BANK PLC
169,in what organization does timothy j. devane work,"new york branch, rabobank nederland, co peratieve centrale raiffeisen boerenleenbank b.a.",1,0,0,"COÖPERATIEVE CENTRALE RAIFFEISEN – BOERENLEENBANK B.A.,""RABOBANK NEDERLAND"", NEW YORK BRANCH"
169,"who is the representative of chiquita brands international, inc.",joseph b. johnson,1,0,0,Joseph B. Johnson
169,"what is the location of co peratieve centrale raiffeisen boerenleenbank b.a., rabobank nederland",new york branch,1,0,0,NEW YORK BRANCH
169,"what is the location of chiquita brands international, inc.","north carolina 28202, 550 south caldwell streetcharlotte",1,0,0,"550 South Caldwell Street Charlotte, North Carolina 28202"
169,"which company is associated with 150 south wacker drive, suite 2200chicago, illinois 60606","wells fargo bank, national association",1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
169,"which company is associated with 550 south caldwell streetcharlotte, north carolina 28202","inc., chiquita brands international",1,0,0,"CHIQUITA BRANDS INTERNATIONAL, INC."
169,"what is the role of bank of america, n.a in the agreement",agents,1,0,0,Syndication Agent and Lender
169,"what is the role of bc systems, inc. in the agreement",borrower,1,0,0,Borrower
169,"what is the role of cb containers, inc. in the agreement",borrower,1,0,0,Borrower
169,what is the role of chiquita brands l.l.c. in the agreement,borrower,1,0,0,Borrower
169,"what is the role of chiquita brands l.l.c.,chiquita fresh north america l.l.c.,fresh international corp.,fresh express incorporated,bc systems, inc.,verdelli farms, inc.,transfresh corporation,cb containers, inc., in the agreement",borrowers,1,0,0,Borrowers
169,what is the role of chiquita fresh north america l.l.c. in the agreement,borrower,1,0,0,Borrower
169,what is the role of fresh express incorporated in the agreement,borrower,1,0,0,Borrower
169,what is the role of fresh international corp. in the agreement,borrower,1,0,0,Borrower
169,what is the role of goldman sachs bank in the agreement,lead arrangers,1,0,0,"Joint Lead Arranger, Documentation Agent and Lender"
169,"what is the role of sportation, llc in the agreement",borrowers,1,0,0,Not found
169,what is the role of transfresh corporation in the agreement,borrower,1,0,0,Borrower
169,what is the role of v.f. tran in the agreement,borrowers,1,0,0,Not found
169,"what is the role of v.f. transportation, llc in the agreement",borrower,1,0,0,Borrower
169,what is the role of verdelli farms inc. in the agreement,borrower,1,0,0,Borrower
169,"what is the role of chiquita brands international, inc. in the agreement",parent borrower,1,0,0,Parent
169,"what company is the agents, in the agreement","n.a, bank of america",1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
169,what company is the parent in the agreement,"inc, chiquita brands international",1,0,0,"CHIQUITA BRANDS INTERNATIONAL, INC."
169,what company is the lead arrangers in the agreement,goldman sachs bank,1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION, MERRILL, LYNCH, PIERCE, FENNER & SMITH INCORPORATED, COÖPERATIEVE CENTRALE RAIFFEISEN – BOERENLEENBANK B.A., ""RABOBANK NEDERLAND"", NEW YORK BRANCH and GOLDMAN SACHS BANK USA"
169,what company is the parent borrower in the agreement,"inc., chiquita brands international",1,0,0,Not found
157,what is the position of jason purser,vice president,1,0,0,Vice President
157,what is the position of mark w. king,ceo,1,0,0,CEO
157,what is the position of nicholas nadolsky,owner of record,1,0,0,Owner of Record
157,in what organization does jason purser work,frost bank,1,0,0,Frost Bank
157,in what organization does mark w. king work,"inc., micropac industries",1,0,0,"Micropac Industries, Inc."
157,"who is the representative of micropac industries, inc",nicholas nadolsky,1,0,0,Mark W. King
157,"who is the representative of micropac industries, inc.",mark w. king,1,0,0,Mark W. King
157,what is the location of frost bank,"texas 78296, p.o. box 1600san antonio",1,0,0,"P.O. Box 1600 San Antonio, Texas 78296"
157,"what is the location of micropac industries, inc.","texas 75040, 905 e. walnut st.garland",1,0,0,"905 E. Walnut St. Garland, Texas 75040"
157,which company is associated with 1100 placid avenue plano tx 75074,"inc., micropac industries",1,0,0,"Micropac Industries, Inc."
157,"which company is associated with 2727 n. harwood, 10th floordallas, texas 75201",frost bank,1,0,0,Frost Bank
157,"which company is associated with 480 s. honduras cd, juraez, mexico","inc., micropac industries",1,0,0,"Micropac Industries, Inc."
157,which company is associated with 903 e. walnut st. garland tx 75040,"inc., micropac industries",1,0,0,"Micropac Industries, Inc."
157,"which company is associated with 905 e. walnut st.garland, texas 75040","inc., micropac industries",1,0,0,"Micropac Industries, Inc."
157,which company is associated with 1137 e. walnut st. garland tx 75040,"inc., micropac industries",1,0,0,"Micropac Industries, Inc."
157,which company is associated with 725 e. walnut st. garland tx 75040,"inc., micropac industries",1,0,0,"Micropac Industries, Inc."
157,which company is associated with 905 e. walnut st. garland tx 75040,"inc., micropac industries",1,0,0,"Micropac Industries, Inc."
157,"which company is associated with 905 e. walnut streetgarland, texas 75040","inc., micropac industries",1,0,0,"Micropac Industries, Inc."
157,which company is associated with 912 e. walnut st. garland tx 75040,"inc., micropac industries",1,0,0,"Micropac Industries, Inc."
157,"which company is associated with p.o. box 1600san antonio, texas 78296",frost bank,1,0,0,Frost Bank
157,which company is associated with texas,frost bank,1,0,0,"Frost Bank, Micropac Industries, Inc."
157,what type of location is 1100 placid avenue plano tx 75074,offsite storage,1,0,0,OFFSITE STORAGE
157,"what type of location is 480 s. honduras cd, juraez, mexico",mexico location contract manufacturing,1,0,0,MEXICO LOCATION (Contract Manufacturing)
157,what type of location is 903 e. walnut st. garland tx 75040,test building,1,0,0,FRONT END/TEST BUILDING
157,what type of location is 1137 e. walnut st. garland tx 75040,offsite storage,1,0,0,OFFSITE STORAGE
157,what type of location is 725 e. walnut st. garland tx 75040,opto building,1,0,0,OPTO BUILDING
157,what type of location is 905 e. walnut st. garland tx 75040,micro building and corporate office,1,0,0,MICRO BUILDING AND CORPORATE OFFICE
157,what type of location is 912 e. walnut st. garland tx 75040,assembly building,1,0,0,ASSEMBLY BUILDING
157,what is the role of frost bank in the agreement,lender,1,0,0,Lender
157,"what is the role of micropac industries, inc. in the agreement",borrower,1,0,0,Borrower
157,what is the role of frost bank in the agreement,senior lender,1,0,0,Lender
157,what company is the lender in the agreement,frost bank,1,0,0,Frost Bank
157,what company is the borrower in the agreement,"inc., micropac industries",1,0,0,"Micropac Industries, Inc."
157,what company is the senior lender in the agreement,frost bank,1,0,0,Frost Bank
143,what is the position of daniel nunes,authorized signatory,1,0,0,Authorized Signatory
143,what is the position of john kallina,senior vice president,1,0,0,Senior Vice President
143,what is the position of keith watanabe,director,1,0,0,Director
143,what is the position of maureen malphus,vice president,1,0,0,Vice President
143,what is the position of michael h. keith,vice president,1,0,0,Vice President
143,what is the position of michael j. sullivan,duly authorized signatory,1,0,0,Duly Authorized Signatory
143,what is the position of ravi pillay,vice president,1,0,0,Vice President
143,what is the position of vance waldron,vp,1,0,0,VP
143,in what organization does anthony luppino work,"wells fargo bank, national association",1,0,0,"Bank of America, N.A."
143,in what organization does daniel nunes work,first tennessee bank national association,1,0,0,FIRST TENNESSEE BANK NATIONAL ASSOCIATION
143,in what organization does john kallina work,"n.a., texas capital bank",1,0,0,"TEXAS CAPITAL BANK, N.A."
143,in what organization does keith watanabe work,"n.a., bmo harris bank",1,0,0,"BMO HARRIS BANK, N.A."
143,in what organization does maureen malphus work,"wells fargo bank, national association",1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
143,in what organization does michael h. keith work,"wells fargo bank, national association",1,0,0,FIFTH THIRD BANK
143,in what organization does michael j. skipworth work,"inc., wingstop holdings",1,0,0,WINGSTOP INC.
143,in what organization does michael j. sullivan work,"n.a., capital one",1,0,0,"CAPITAL ONE, N.A."
143,in what organization does ravi pillay work,"wells fargo bank, national association",1,0,0,"CITIZENS BANK, N.A."
143,in what organization does vance waldron work,"n.a., cadence bank",1,0,0,"CADENCE BANK, N.A."
143,"who is the representative of capital one, n.a.",michael j. sullivan,1,0,0,Michael J. Sullivan
143,"who is the representative of bmo harris bank, n.a.",keith watanabe,1,0,0,Keith Watanabe
143,"who is the representative of cadence bank, n.a.",vance waldron,1,0,0,Vance Waldron
143,who is the representative of first tennessee bank national association,daniel nunes,1,0,0,Daniel Nunes
143,"who is the representative of texas capital bank, n.a.",john kallina,1,0,0,John Kallina
143,"who is the representative of wingstop holdings, inc.",michael j. skipworth,1,0,0,Michael J. Skipworth
143,"what is the location of wells fargo bank, nationalassociation","ca 92008, 1808 aston avenue, suite 250carlsbad",1,0,0,"1808 Aston Avenue, Suite 250 Carlsbad, CA 92008"
143,"which company is associated with 1012 e. hwy 80, suite aforney, tx 75126kaufman county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 1152 n buckner blvd. ste 106dallas, tx 75218dallas county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 1251 northwest hwy. ste. cgarland, tx 75041dallas county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 1515 s. buckner blvd. ste. 247bdallas, tx 75217dallas county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 1801 east chase pkwy. ste. 117fort worth, tx 76120tarrant county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 1808 aston avenue, suite 250carlsbad, ca 92008","wells fargo bank, nationalassociation",1,0,0,"Wells Fargo Bank, National Association, as Administrative Agent"
143,"which company is associated with 237 ne 28th st.fort worth, tx 76164tarrant county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 2777 w. craig rd. ste. 107north las vegas, nv 89032clark county","llc, wingstop gcm",1,0,0,Wingstop Restaurants LLC
143,"which company is associated with 2802 n. shepherd dr. ste. 400houston, tx 77008harris county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 3300 western center blvd. ste. 114afort worth, tx 76137tarrant county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 3910 s. maryland pkwy.las vegas, nv 89119clark county","llc, wingstop gcm",1,0,0,Wingstop Restaurants LLC
143,"which company is associated with 400 n. nellis blvd. ste. 120las vegas, nv 89110clark county","llc, wingstop gcm",1,0,0,Wingstop Restaurants LLC
143,"which company is associated with 5045 w. tropicana ave. ste. 110las vegas, nv 89103clark county",wingstop inc.,1,0,0,Wingstop Restaurants LLC
143,"which company is associated with 5501 lbj freewaydallas, tx 75240dallas county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 6760 abrams rd. ste. 119dallas, tx 75231dallas county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 7017 spring mountain rd. ste. 101las vegas, nv 89117clark county","llc, wingstop gcm",1,0,0,Wingstop Restaurants LLC
143,"which company is associated with 7645 s. custer road ste. 420mckinney, tx 75070collin county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 820 e. cartwright rd., suite 130mesquite, tx 75149dallas county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 900 n. coit rd. ste. 2700richardson, tx 75080dallas county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 908 audelia rd. ste. 600richardson, tx 75081dallas county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"which company is associated with 9208 e. r l thornton fwy. ste. 204dallas, tx 75228dallas county",wingstop inc.,1,0,0,Wingstop Restaurants Inc.
143,"what is the role of citizens bank, n.a. in the agreement",lender,1,0,0,Syndication Agent
143,"what is the role of citizens bank, national association in the agreement",syndication agent,1,0,0,"Syndication Agent, Joint Lead Arrangers and Joint Book Runners"
143,what is the role of rc ii ws llc in the agreement,sponsor,1,0,0,Sponsor
143,"what is the role of wingstop beverages, inc. in the agreement",guarantors,1,0,0,Guarantor
143,"what is the role of wingstop beverages ii, inc. in the agreement",guarantors,1,0,0,Guarantor
143,what is the role of wingstop inc in the agreement,borrower,1,0,0,Borrower
143,what is the role of wingstop restaurants inc. in the agreement,guarantors,1,0,0,Guarantor
143,"what is the role of capital one, n.a. in the agreement",lender,1,0,0,Lender
143,"what is the role of bmo harris bank, n.a. in the agreement",lender,1,0,0,Lender
143,"what is the role of cadence bank, n.a. in the agreement",lender,1,0,0,Lender
143,what is the role of first tennessee bank national association in the agreement,lender,1,0,0,Lender
143,"what is the role of texas capital bank, n.a. in the agreement",lender,1,0,0,Lender
143,"what is the role of wells fargo bank, nationalassociation in the agreement",issuing lender,1,0,0,Administrative Agent and Issuing Lender and Lender
143,"what is the role of wingstop holdings, inc. in the agreement",guarantors,1,0,0,Guarantor
143,"what is the role of wingstop gcm, llc in the agreement",guarantors,1,0,0,Guarantor
143,what is the role of wingstop inc. in the agreement,borrower,1,0,0,Borrower
143,what company is the syndication agent in the agreement,"citizens bank, national association",1,0,0,"CITIZENS BANK, NATIONAL ASSOCIATION"
143,what company is the documentation agent in the agreement,fifth third bank,1,0,0,FIFTH THIRD BANK
143,what company is the book runners in the agreement,fifth third bank,1,0,0,"WELLS FARGO SECURITIES, LLC , CITIZENS BANK, NATIONAL ASSOCIATION , and FIFTH THIRD BANK"
143,what company is the lead arrangers in the agreement,fifth third bank,1,0,0,"WELLS FARGO SECURITIES, LLC , CITIZENS BANK, NATIONAL ASSOCIATION , and FIFTH THIRD BANK"
143,what company is the sponsor in the agreement,rc ii ws llc,1,0,0,RC II WS LLC
143,what company is the borrower in the agreement,wingstop inc,1,0,0,WINGSTOP INC.
143,what company is the issuing lender in the agreement,"wells fargo bank, nationalassociation",1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
143,what company is the borrower in the agreement,wingstop inc.,1,0,0,WINGSTOP INC.
142,what is the position of anar ramji,director,1,0,0,Director
142,what is the position of brian l. banke,director,1,0,0,Director
142,what is the position of j. michael quigley,assistant vice president,1,0,0,Assistant Vice President
142,what is the position of james campbell,director,1,0,0,Director
142,what is the position of jason lang,"director, resources energy group",1,0,0,"Director, Resources & Energy Group"
142,what is the position of jeff ferrell,managing director,1,0,0,Managing Director
142,what is the position of john niedermier,authorized signatory,1,0,0,Authorized Signatory
142,what is the position of john s. mcgill,director,1,0,0,Director
142,what is the position of jon a. dobson,corporate secretary,1,0,0,Corporate Secretary
142,what is the position of jonathan leach,associate,1,0,0,Associate
142,what is the position of juan j. javellana,executive director,1,0,0,Executive Director
142,what is the position of lexanne cooper,authorized signatory,1,0,0,Authorized Signatory
142,what is the position of marguerite sutton,vice president,1,0,0,Vice President
142,what is the position of mark williamson,authorized signatory,1,0,0,Authorized Signatory
142,what is the position of martin eyok,senior financing manager,1,0,0,Senior Financing Manager
142,what is the position of michael linder,director,1,0,0,Director
142,what is the position of michael zeller,director,1,0,0,Director
142,what is the position of raj acharya,financing manager,1,0,0,Financing Manager
142,what is the position of randy geislinger,managing director,1,0,0,Managing Director
142,what is the position of rob mackinnon,managing director,1,0,0,Managing Director
142,what is the position of szymon ordys,authorized signatory,1,0,0,Authorized Signatory
142,what is the position of tammy oldenburg,authorized signatory,1,0,0,Authorized Signatory
142,what is the position of tim vandegriend,authorized signatory,1,0,0,Authorized Signatory
142,what is the position of todd vaubel,vice president,1,0,0,Vice President
142,in what organization does 1251 avenue of the americas work,"ltd., the bank of tokyo mitsubishi ujf",1,0,0,"THE BANK OF TOKYO-MITSUBISHI UFJ, LTD."
142,in what organization does alain daoust work,"toronto branch, credit suisse ag",1,0,0,"CREDIT SUISSE AG, TORONTO BRANCH"
142,in what organization does anar ramji work,"new york branch, canadian imperial bank ofcommerce",1,0,0,"CANADIAN IMPERIAL BANK OF COMMERCE, NEW YORK BRANCH"
142,in what organization does brad c. crilly work,"ltd., mizuho bank",1,0,0,"MIZUHO BANK, LTD."
142,in what organization does brian l. banke work,"new york branch, canadian imperial bank ofcommerce",1,0,0,"BANK OF MONTREAL, CHICAGO BRANCH"
142,in what organization does christine r. johnston work,transcanada pipelines limited,1,0,0,TRANSCANADA PIPELINES LIMITED
142,in what organization does gordon yip work,"new york branch, canadian imperial bank ofcommerce",1,0,0,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK.
142,in what organization does j. michael quigley work,"wells fargo bank, national association",1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
142,in what organization does james campbell work,"new york branch, canadian imperial bank ofcommerce",1,0,0,"BANK OF AMERICA, N.A."
142,in what organization does james d. weinstein work,"new york branch, canadian imperial bank ofcommerce",1,0,0,SUMITOMO MITSUI BANKING CORPORATION
142,in what organization does jason lang work,hsbc bank canada,1,0,0,HSBC BANK CANADA
142,in what organization does jeff cebryk work,the bank of nova scotia,1,0,0,THE BANK OF NOVA SCOTIA
142,in what organization does jeff ferrell work,"new york branch, canadian imperial bank ofcommerce",1,0,0,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK.
142,in what organization does joel e. hunter work,transcanada pipelines limited,1,0,0,TRANSCANADA PIPELINES LIMITED
142,in what organization does john niedermier work,royal bank of canada,1,0,0,"NATIONAL BANK OF CANADA, NEW YORK BRANCH"
142,in what organization does john s. mcgill work,"new york branch, canadian imperial bank ofcommerce",1,0,0,DEUTSCHE BANK AG NEW YORK BRANCH
142,in what organization does jon a. dobson work,transcanada pipelines limited,1,0,0,"COLUMBIA PIPELINE GROUP, INC."
142,in what organization does jonathan leach work,the bank of nova scotia,1,0,0,THE BANK OF NOVA SCOTIA
142,in what organization does juan j. javellana work,"n.a., jpmorgan chase bank",1,0,0,"JPMORGAN CHASE BANK, N.A."
142,in what organization does lexanne cooper work,royal bank of canada,1,0,0,"THE TORONTO DOMINION BANK, NEW YORK BRANCH"
142,in what organization does marguerite sutton work,barclays bank plc,1,0,0,BARCLAYS BANK PLC
142,in what organization does mark williamson work,royal bank of canada,1,0,0,"NATIONAL BANK OF CANADA, NEW YORK BRANCH"
142,in what organization does martin eyok work,export development canada,1,0,0,EXPORT DEVELOPMENT CANADA
142,in what organization does michael linder work,"new york branch, canadian imperial bank ofcommerce",1,0,0,THE BANK OF NOVA SCOTIA
142,in what organization does michael zeller work,"new york branch, canadian imperial bank ofcommerce",1,0,0,"CITIBANK, N.A."
142,in what organization does ming k. chu work,"new york branch, canadian imperial bank ofcommerce",1,0,0,DEUTSCHE BANK AG NEW YORK BRANCH
142,in what organization does nathaniel a. brown work,"inc., columbia pipeline group",1,0,0,"COLUMBIA PIPELINE GROUP, INC."
142,in what organization does raj acharya work,export development canada,1,0,0,EXPORT DEVELOPMENT CANADA
142,in what organization does randy geislinger work,"new york branch, canadian imperial bank ofcommerce",1,0,0,"CANADIAN IMPERIAL BANK OF COMMERCE, NEW YORK BRANCH"
142,in what organization does richard antl work,"new york branch, canadian imperial bank ofcommerce",1,0,0,"CANADIAN IMPERIAL BANK OF COMMERCE, NEW YORK BRANCH"
142,in what organization does rob mackinnon work,"new york branch, canadian imperial bank ofcommerce",1,0,0,"MIZUHO BANK, LTD."
142,in what organization does szymon ordys work,royal bank of canada,1,0,0,"Credit Suisse AG, Toronto Branch"
142,in what organization does tammy oldenburg work,royal bank of canada,1,0,0,"Credit Suisse AG, Toronto Branch"
142,in what organization does tim vandegriend work,royal bank of canada,1,0,0,ROYAL BANK OF CANADA
142,in what organization does todd vaubel work,barclays bank plc,1,0,0,"THE BANK OF TOKYO-MITSUBISHI UFJ, LTD."
142,"who is the representative of columbia pipeline group, inc.",nathaniel a. brown,1,0,0,"Nathaniel A. Brown, Jon A. Dobson"
142,who is the representative of hsbc bank canada,jason lang,1,0,0,"Jason Lang, Jean-Phillippe Garlazzo"
142,"who is the representative of jpmorgan chase bank, n.a.",juan j. javellana,1,0,0,Juan J. Javellana
142,"who is the representative of wells fargo bank, national association",j. michael quigley,1,0,0,J. Michael Quigley
142,"who is the representative of credit suisse ag, toronto branch",alain daoust,1,0,0,"Tammy Oldenburg, Szymon Ordys"
142,"who is the representative of mizuho bank, ltd.",brad c. crilly,1,0,0,Rob MacKinnon
142,"who is the representative of the bank of tokyo mitsubishi ujf, ltd.",1251 avenue of the americas,1,0,0,Todd Vaubel
142,what is the location of bank of montreal,chicago branch,1,0,0,CHICAGO BRANCH
142,which company is associated with chicago branch,bank of montreal,1,0,0,BANK OF MONTREAL
142,"what type of location is 500 place d armes, 26th floor",corporate customers operations,1,0,0,Not found
142,"what is the role of the toronto dominion bank,new york branch in the agreement",lender,1,0,0,Lender
142,"what is the role of bank of america, n.a.,citibank, n.a,deutsche bank securities inc.,export development canada,the bank of tokyo mitsubishi ufj, ltd in the agreement",documentation agents,1,0,0,Documentation Agents
142,"what is the role of bank of montreal, chicago branch in the agreement",lender,1,0,0,Joint Lead Arranger
142,"what is the role of columbia pipeline group, inc in the agreement",borrower,1,0,0,Borrower
142,what is the role of credit agricole corporate andinvestment bank. in the agreement,lender,1,0,0,Lender
142,what is the role of deutsche bank ag new york branch in the agreement,lender,1,0,0,Lender
142,"what is the role of national bank of canada, new york branch in the agreement",lender,1,0,0,Lender
142,what is the role of bank of montreal in the agreement,lead arranger,1,0,0,Joint Lead Arranger
142,"what is the role of columbia pipeline group, inc. in the agreement",borrower,1,0,0,Borrower
142,"what is the role of credit suisse ag, toronto branch in the agreement",lender,1,0,0,Lender
142,what is the role of export development canada in the agreement,lender,1,0,0,Lender
142,"what is the role of the bank of tokyo mitsubishi ujf, ltd. in the agreement",lender,1,0,0,Lender
142,what is the role of transcanada pipelines limited in the agreement,guarantor,1,0,0,Guarantor
142,"what is the role of canadian imperial bank ofcommerce, new york branch in the agreement",lender,1,0,0,Lender
142,what company is the lead arranger in the agreement,jpmorgan chase bank,1,0,0,"JPMORGAN CHASE BANK, N. A., BANK OF MONTREAL, CHICAGO BRANCH"
142,what company is the bookmanager in the agreement,jpmorgan chase bank,1,0,0,"JPMORGAN CHASE BANK, N. A."
142,what company is the guarantor in the agreement,transcanada pipelines limited,1,0,0,TRANSCANADA PIPELINES LIMITED
156,what is the position of patricia del busto,its authorized signatory,1,0,0,Authorized Signatory
156,what is the position of andreas christoph beyertt,managing director,1,0,0,Managing Director
156,what is the position of brian lane,its authorized signatory,1,0,0,Authorized Signatory
156,what is the position of carmela massari,senior vice president,1,0,0,Senior Vice President
156,what is the position of christopher cassidy,vice president,1,0,0,Vice President
156,what is the position of guelay mese,director,1,0,0,Director
156,what is the position of jessica lutrario,associate,1,0,0,Associate
156,what is the position of kevin siebert,president and treasurer,1,0,0,President and Treasurer
156,what is the position of timothy lee,executive director,1,0,0,Executive Director
156,in what organization does henk derksen work,viavi solutions licensing llc,1,0,0,Viavi Solutions Inc.
156,in what organization does patricia del busto work,"wells fargo bank, national association",1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
156,in what organization does philip tancorra work,bnp paribas,1,0,0,"Deutsche Bank AG, New York Branch"
156,in what organization does andreas christoph beyertt work,viavi solutions deutschland gmbh,1,0,0,VIAVI SOLUTIONS DEUTSCHLAND GMBH
156,in what organization does brian lane work,"wells fargo bank, national association",1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
156,in what organization does carmela massari work,wells fargo capital finance corporation canada,1,0,0,WELLS FARGO CAPITAL FINANCE CORPORATION CANADA
156,in what organization does christopher cassidy work,bnp paribas,1,0,0,BNP PARIBAS
156,in what organization does guelay mese work,viavi solutions uk limited,1,0,0,BNP PARIBAS
156,in what organization does henk derksen work,viavi solutions uk limited,1,0,0,Viavi Solutions Inc.
156,in what organization does jessica lutrario work,"new york branch, deutsche bank ag",1,0,0,"Deutsche Bank AG, New York Branch"
156,in what organization does kevin siebert work,viavi solutions canada ulc,1,0,0,VIAVI SOLUTIONS CANADA ULC
156,in what organization does timothy lee work,"n.a., jpmorgan chase bank",1,0,0,"JPMORGAN CHASE BANK, N.A."
156,"who is the representative of deutsche bank ag, new york branch",jessica lutrario,1,0,0,"Philip Tancorra, Jessica Lutrario"
156,"who is the representative of jpmorgan chase bank, n.a.",timothy lee,1,0,0,Timothy Lee
156,who is the representative of wells fargo capital finance corporation canada,carmela massari,1,0,0,Carmela Massari
156,who is the representative of viavi solutions canada ulc,kevin siebert,1,0,0,Kevin Siebert
156,who is the representative of viavi solutions deutschland gmbh,andreas christoph beyertt,1,0,0,Andreas-Christoph Beyertt
