Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,multiple_answers,sum_values
4088,120,who is the treasurer of equity commonwealth,adam markman,2,0,0.0,Not found,0,2
4089,120,who is the vice president of fifth third bank,michael glandt,2,0,0.0,Not found,0,2
4090,120,"who is the executive director of jpmorgan chase bank, n.a.",marc costantino,2,0,0.0,Not found,0,2
4091,120,"who is the deputy gm of mega international commercial bank co., ltd",angela chen,2,0,0.0,Not found,0,2
4092,120,"who is the vp of mega international commercial bank co., ltd",angela chen,2,0,0.0,Not found,0,2
4093,120,who is the executive officer of sumitomo mitsui banking corporation,william g. karl,2,0,0.0,Not found,0,2
4094,120,who is the managing director of the bank of new york mellon,helga blum,2,0,0.0,Not found,0,2
4095,120,who is the director of the bank of nova scotia,chad hale,2,0,0.0,Not found,0,2
4096,120,who is the executive head of the bank of nova scotia,chad hale,2,0,0.0,Not found,0,2
4097,120,what is the role in the agreement of the company where frederick h. denecke is employed,agent,2,0,0.0,Not found,0,2
4098,120,what is the role in the agreement of the company where adam markman is employed,borrower,2,0,0.0,Not found,0,2
4099,120,what is the role in the agreement of the company where dan lepage is employed,agents,2,0,0.0,Not found,0,2
4100,120,what is the role in the agreement of the company where kent gorman is employed,agent,2,0,0.0,Not found,0,2
4101,120,what is the role in the agreement of the company where winita lau is employed,agent,2,0,0.0,Not found,0,2
4102,120,what is the role in the agreement of the company where john t. murphy is employed,agent,2,0,0.0,Not found,0,2
4132,121,"who is the senior vice president of bank of america, n.a.",steven k. kessler,2,0,0.0,Senior Vice President,0,2
4133,121,who is the branch manager of bank of china,kefel xu,2,0,0.0,SVP & Branch Manager,0,2
4134,121,who is the svp of bank of china,kefel xu,2,0,0.0,SVP,0,2
4135,121,who is the assistant vice president of branch banking and trust company,andrey rudnitsky,2,0,0.0,Assistant Vice President,0,2
4136,121,"who is the executive director of jpmorgan chase bank, n.a.",brian grossman,2,0,0.0,Executive Director,0,2
4137,121,who is the dgm of mega international commercial bank,angela chen,2,0,0.0,VP & DGM,0,2
4138,121,who is the vp of mega international commercial bank,angela chen,2,0,0.0,VP,0,2
4139,121,who is the assistant general manager of taiwan cooperative bank ltd,li yin wang,2,0,0.0,Assistant General Manager,0,2
4140,121,who is the deputy general manager of taiwan business bank,jason jean,2,0,0.0,Deputy General Manager,0,2
4141,121,who is the general manager of bank of taiwan,jane chang,2,0,0.0,VP and General Manager,0,2
4142,121,who is the svp of the metropolitan life insurance company,paul hultgren,2,0,0.0,Director,0,2
4143,121,who is the general counsel of fifth third bank,peter c. underwood,2,0,0.0,Director,0,2
4144,121,who is the secretary of fifth third bank,peter c. underwood,2,0,0.0,"Vice President, General Counsel and Secretary",0,2
4145,121,what is the role in the agreement of the company where steven k. kessler is employed,agent,2,0,0.0,Lender,0,2
4146,121,what is the role in the agreement of the company where brian grossman is employed,agent,2,0,0.0,"Administrative Agent, as a Swing Line Lender, as an Issuing Lender and as a Lender",0,2
4147,121,what is the role in the agreement of the company where eric harvey is employed,agent,2,0,0.0,Lender,0,2
4148,121,what is the role in the agreement of the company where mary r. wright is employed,agent,2,0,0.0,Lender,0,2
4149,121,what is the role in the agreement of the company where daniel vilarelle is employed,agent,2,0,0.0,Lender,0,2
4150,121,what is the role in the agreement of the company where shirley shipley is employed,agent,2,0,0.0,Lender,0,2
4151,121,what is the role in the agreement of the company where darran wee is employed,agent,2,0,0.0,Lender,0,2
4152,121,what is the role in the agreement of the company where peter c. underwood is employed,agent,2,0,0.0,Lender,0,2
4153,121,what is the role in the agreement of the company where s. bradley mcdougall is employed,agent,2,0,0.0,Lender,0,2
4162,121,"what is the branch office of bank of east asia, limited",new york,2,0,,New York Branch,0,2
4189,135,"who is the authorized officer of jpmorgan chase bank, n.a.",stephanie balette,2,0,0.0,Authorized Officer,0,2
4190,135,who is the authorized signatory of royal bank of canada,james r. allred,2,0,0.0,Authorized Signatory,0,2
4191,135,who is the senior vice president of dnb capital llc,anders platou,2,0,0.0,Senior Vice President,0,2
4192,135,who is the managing director of ing capital llc,cheryl labelle,2,0,0.0,Managing Director,0,2
4193,135,who is the vice president of ing capital llc,hans beekmans,2,0,0.0,Vice President,0,2
4194,135,"who is the treasurer of plains all american pipeline, l.p.",sharon s. spurlin,2,0,0.0,Treasurer,0,2
4195,135,what is the role in the agreement of the company where james r. allred is employed,lender,2,0,0.0,Authorized Signatory,0,2
4196,135,what is the role in the agreement of the company where craig pearson is employed,lender,2,0,0.0,Director,0,2
4197,135,what is the role in the agreement of the company where anders platou is employed,lender,2,0,0.0,Senior Vice President,0,2
4198,135,what is the role in the agreement of the company where cheryl labelle is employed,lender,2,0,0.0,Managing Director,0,2
4199,135,what is the role in the agreement of the company where joseph onischuk is employed,lender,2,0,0.0,Vice President,0,2
4200,135,what is the role in the agreement of the company where cathleen buckley is employed,lender,2,0,0.0,Senior Vice President,0,2
4201,135,what is the role in the agreement of the company where devon j. lang is employed,lender,2,0,0.0,Vice President,0,2
4202,135,what is the role in the agreement of the company where hans beekmans is employed,borrower,2,0,0.0,Vice President,0,2
4203,135,what is the role in the agreement of the company where mark sparrow is employed,lender,2,0,0.0,Director,0,2
4204,135,what is the role in the agreement of the company where andreas bubenzer paim is employed,lender,2,0,0.0,Director,0,2
4205,135,what is the role in the agreement of the company where adam h. fey is employed,lender,2,0,0.0,Director,0,2
4206,135,what is the role in the agreement of the company where william reid is employed,lender,2,0,0.0,Director,0,2
4207,135,what is the role in the agreement of the company where leon mo is employed,lender,2,0,0.0,Vice President,0,2
4208,135,what is the role in the agreement of the company where shannon juhan is employed,borrower,2,0,0.0,Vice President,0,2
4209,135,what is the role in the agreement of the company where john c. lozano is employed,borrower,2,0,0.0,Vice President,0,2
4210,135,what is the role in the agreement of the company where christine aharonian is employed,borrower,2,0,0.0,Authorized Officer,0,2
4211,135,what is the role in the agreement of the company where rosanne parsill is employed,borrower,2,0,0.0,Vice President,0,2
4212,135,what is the role in the agreement of the company where reginald crichlow is employed,borrower,2,0,0.0,Director,0,2
4213,135,what is the role in the agreement of the company where sharon s. spurlin is employed,borrower,2,0,0.0,"PAA GP LLC, its general partner",0,2
4214,135,what is the role in the agreement of the company where mark oberreuter is employed,borrower,2,0,0.0,Vice President and Treasurer,0,2
4215,135,what is the role in the agreement of the company where les werme is employed,borrower,2,0,0.0,Vice President,0,2
4216,135,what is the role in the agreement of the company where david valentine is employed,borrower,2,0,0.0,Vice President,0,2
4217,135,what is the role in the agreement of the company where m. colin warman is employed,borrower,2,0,0.0,Vice President,0,2
4218,135,what is the role in the agreement of the company where gabriel juarez is employed,borrower,2,0,0.0,Vice President,0,2
4235,109,"who is the ceo of liberated syndication inc., webmayhem inc, and pair networks, inc",christopher j. spencer,2,0,0.0,Christopher J. Spencer,0,2
4236,109,"who is the chief executive officer and chairman of the board of liberated syndication inc., webmayhem inc, and pair networks, inc",christopher j. spencer,2,0,0.0,Chief Executive Officer and Chairman of the Board,0,2
4237,109,"who is the chief financial officer of liberated syndication inc., webmayhem inc, and pair networks, inc",john busshaus,2,0,0.0,Chief Financial Officer,0,2
4238,109,what is the role in the agreement of the company where brian j. sohocki is employed,bank,2,0,0.0,Senior Vice President,0,2
4239,109,what is the role in the agreement of the company where gregory d. cribbs is employed,bank,2,0,0.0,Attorney,0,2
4300,24,"who is the chief financial officer of columbia property trustoperating partnership, l.p.",james a. fleming,2,0,0.0,James A. Fleming,0,2
4301,24,"who is the executive vice president of columbia property trustoperating partnership, l.p.",james a. fleming,2,0,0.0,James A. Fleming,0,2
4302,24,who is the director of wells fargo bank nationalassociation,d. bryan gregory,2,0,0.0,Director,0,2
4303,24,who is the partner of king spalding llp,j. craig lee,2,0,0.0,J. Craig Lee,0,2
4304,24,what is the role in the agreement of the company where william g. karl is employed,lender,2,0,0.0,Executive Officer,0,2
4305,24,what is the role in the agreement of the company where d. bryan gregory is employed,lender,2,0,0.0,Director,0,2
4306,24,what is the role in the agreement of the company where j. craig lee is employed,borrower,2,0,0.0,Partner,0,2
4307,24,what is the role in the agreement of the company where j. lee hord is employed,lender,2,0,0.0,Senior Vice President,0,2
4308,24,what is the role in the agreement of the company where chad mcmasters is employed,lender,2,0,0.0,Senior Vice President,0,2
4309,24,what is the role in the agreement of the company where stephen m. miklus is employed,agent,2,0,0.0,Partner,0,2
4325,131,who is the senior vice president of u.s. bank national association,"jr., ralph j. creasia",2,0,0.0,U.S. Bank National Association,0,2
4326,131,"what is the role in the agreement of the company where ralph j. creasia, jr. is employed",collateral agent,2,0,0.0,Collateral Agent,0,2
4332,125,who is the controller of public service company of new mexico,joseph d. tarry,2,0,0.0,Joseph D. Tarry,0,2
4333,125,who is the treasurer of public service company of new mexico,joseph d. tarry,2,0,0.0,Joseph D. Tarry,0,2
4334,125,who is the vice president of public service company of new mexico,joseph d. tarry,2,0,0.0,Joseph D. Tarry,0,2
4335,125,what is the role in the agreement of the company where eric j. cosgrove is employed,lender,2,0,0.0,Administrative Agent,0,2
4336,125,what is the role in the agreement of the company where david r. barney is employed,lender,2,0,0.0,Lender,0,2
4338,119,who is the senior manager of international finance corporation,delanson d. crist,2,0,0.0,Senior Manager,0,2
4339,119,"who is the chief operating officer of vaalco gabon etame , inc",w. russell scheirman,2,0,0.0,President and Chief Operating Officer,0,2
4340,119,"who is the president of vaalco gabon etame , inc",w. russell scheirman,2,0,0.0,President and Chief Operating Officer,0,2
4341,119,what is the role in the agreement of the company where w. russell scheirman is employed,borrower,2,0,0.0,Borrower,0,2
4356,118,who is the senior vice president of bank of the west,roger lumley,2,0,0.0,Senior Vice President,0,2
4357,118,"who is the general counsel of post holdings, inc.",diedre j. gray,2,0,0.0,General Counsel,0,2
4358,118,"who is the svp of post holdings, inc.",diedre j. gray,2,0,0.0,SVP,0,2
4359,118,"who is the secretary of post holdings, inc.",diedre j. gray,2,0,0.0,Secretary,0,2
4360,118,who is the executive vice president of stifel bank trust,john h. phillips,2,0,0.0,Executive Vice President,0,2
4361,118,who is the executive director of cooperatieve centraleraiffeisen boerenleenbank,peter glawe,2,0,0.0,Executive Director,0,2
4362,118,what is the role in the agreement of the company where diedre j. gray is employed,borrower,2,0,0.0,Administrative Agent,0,2
4375,124,who is the banking officer of branch banking trust company,trevor williams,2,0,0.0,Banking Officer,0,2
4376,124,"who is the executive director of jpmorgan chase bank, n.a",peter m. killea,2,0,0.0,Executive Director,0,2
4377,124,"who is the chief financial officer of monro muffler brake, inc",catherine d amico,2,0,0.0,"Executive Vice President of Finance, Chief Financial Officer, and Treasurer",0,2
4378,124,"who is the executive vice president of finance of monro muffler brake, inc",catherine d amico,2,0,0.0,"Executive Vice President of Finance, Chief Financial Officer, and Treasurer",0,2
4379,124,"who is the treasurer of monro muffler brake, inc",catherine d amico,2,0,0.0,"Executive Vice President of Finance, Chief Financial Officer, and Treasurer",0,2
4380,124,"who is the senior vice president of wells fargo bank, n.a.",richard ferrari,2,0,0.0,Senior Vice President,0,2
4381,124,what is the role in the agreement of the company where trevor williams is employed,lender,2,0,0.0,Co-Documentation Agent and a Lender,0,2
4382,124,what is the role in the agreement of the company where catherine d amico is employed,borrower,2,0,0.0,Borrower,0,2
4383,124,what is the role in the agreement of the company where richard ferrari is employed,lender,2,0,0.0,Co-Documentation Agent and a Lender,0,2
4384,124,what is the role in the agreement of the company where michael k. makaitis is employed,lender,2,0,0.0,Administrative Agent and a Lender,0,2
4385,124,what is the role in the agreement of the company where randall r. phillips is employed,lender,2,0,0.0,Lender,0,2
4386,124,what is the role in the agreement of the company where christine keating is employed,lender,2,0,0.0,Lender,0,2
4387,124,what is the role in the agreement of the company where craig welch is employed,lender,2,0,0.0,Co-Documentation Agent and a Lender,0,2
4388,124,what is the role in the agreement of the company where thomas c. strasenburgh is employed,lender,2,0,0.0,Co-Syndication Agent and a Lender,0,2
4389,124,what is the role in the agreement of the company where michael mcmahon is employed,lender,2,0,0.0,Co-Syndication Agent and a Lender,0,2
4420,130,"who is the svp commercial credit officer of bank of america, n.a",kevin couch,2,0,0.0,Nancy G. Moragas,0,2
4421,130,who is the svp of hancock whitney bank,nancy g. moragas,2,0,0.0,Cory Miller,0,2
4422,130,"who is the authorized officer of jpmorgan chase bank, n.a",stephanie balette,2,0,0.0,J. Carlos Navarrete,0,2
4423,130,"who is the chief financial office of murphy oil usa, inc.",mindy k. west,2,0,0.0,Michael L. Monninger,0,2
4424,130,"who is the chief financial officer of murphy oil usa, inc.",mindy k. west,2,0,0.0,Michael L. Monninger,0,2
4425,130,"who is the executive vice president, fuels of murphy oil usa, inc.",mindy k. west,2,0,0.0,Kevin Couch,0,2
4426,130,"who is the treasurer of murphy oil usa, inc.",mindy k. west,2,0,0.0,Kevin Couch,0,2
4427,130,who is the authorized signatory of royal bank of canada,john flores,2,0,0.0,John Flores,0,2
4428,130,"who is the manager, agency services of royal bank of canada",yvonne brazier,2,0,0.0,Yvonne Brazier,0,2
4429,130,what is the role in the agreement of the company where nancy g. moragas is employed,lender,2,0,0.0,SVP,0,2
4430,130,what is the role in the agreement of the company where mindy k. west is employed,borrower,2,0,0.0,"Executive Vice President, Fuels, Chief Financial Officer and Treasurer",0,2
4431,130,what is the role in the agreement of the company where mark holm is employed,lender,2,0,0.0,Managing Director,0,2
4432,130,what is the role in the agreement of the company where mike ross is employed,lender,2,0,0.0,Managing Director,0,2
4433,130,what is the role in the agreement of the company where michael l. monninger is employed,lender,2,0,0.0,Senior Vice President,0,2
4434,130,what is the role in the agreement of the company where cory miller is employed,lender,2,0,0.0,Senior Vice President,0,2
4435,130,what is the role in the agreement of the company where jacob mcgee is employed,lender,2,0,0.0,Director,0,2
4436,130,what is the role in the agreement of the company where aaron wade is employed,lender,2,0,0.0,Director,0,2
4437,130,what is the role in the agreement of the company where j. carlos navarrete is employed,lender,2,0,0.0,Director,0,2
4460,25,"who is the president of hunt cmt equity, llc",michael larsen,2,0,0.0,Michael Larsen,0,2
4461,25,"who is the svp of jefferies leveraged credit products, llc",william p. mcloughlin,2,0,0.0,William P. McLoughlin,0,2
4462,25,what is the role in the agreement of the company where emily ergang pappas is employed,agent,2,0,0.0,Associate Counsel,0,2
4463,25,what is the role in the agreement of the company where michael larsen is employed,guarantor,2,0,0.0,President,0,2
4464,25,what is the role in the agreement of the company where william p. mcloughlin is employed,lender,2,0,0.0,SVP,0,2
4485,31,"who is the vice president, debt finance of barclays bank plc",mark timms,2,0,0.0,"Vice President, Debt Finance",0,2
4486,31,who is the treasurer of visa u.s.a. inc.,richard laiderman,2,0,0.0,Treasurer,0,2
4487,31,who is the branch manager of the bank of china,haiyong yang,2,0,0.0,Vice President and Branch Manager,0,2
4488,31,who is the vice president of the bank of china,haiyong yang,2,0,0.0,Vice President,0,2
4489,31,who is the documentation manager of standard chartered bank,robert k. reddington,2,0,0.0,Associate Director Capital Markets,0,2
4490,31,what is the role in the agreement of the company where mark timms is employed,lender,2,0,0.0,Debt Finance,0,2
4491,31,what is the role in the agreement of the company where robert casey is employed,lender,2,0,0.0,New York Agency,0,2
4492,31,what is the role in the agreement of the company where george manchenko is employed,lender,2,0,0.0,Commercial Loan Servicing West,0,2
4493,31,what is the role in the agreement of the company where scott w. reynolds is employed,lender,2,0,0.0,Denver,0,2
4521,27,who is the chief financial of gastar midco holdings llc,michael a. gerlich,2,0,0.0,Michael A. Gerlich,0,2
4522,27,who is the officer of gastar midco holdings llc,michael a. gerlich,2,0,0.0,Michael A. Gerlich,0,2
4523,27,who is the secretary of gastar midco holdings llc,michael a. gerlich,2,0,0.0,Michael A. Gerlich,0,2
4524,27,who is the senior vice president of gastar midco holdings llc,michael a. gerlich,2,0,0.0,Michael A. Gerlich,0,2
4525,27,"who is the authorized signatory of af v energy i holdings, l.p.",gary levin,2,0,0.0,Gary Levin,0,2
4526,27,what is the role in the agreement of the company where michael a. gerlich is employed,borrower,2,0,0.0,Borrower,0,2
4527,27,what is the role in the agreement of the company where eric waxman is employed,lender,2,0,0.0,Lender,0,2
4528,27,what is the role in the agreement of the company where gary levin is employed,lender,2,0,0.0,Lender,0,2
4566,126,"who is the executive vice president of bank of china, new york branch",raymond qiao,2,0,0.0,Raymond Qiao,0,2
4567,126,who is the treasurer of jabil inc.,sergio a. cadavid,2,0,0.0,Sergio A. Cadavid,0,2
4568,126,who is the associate director of standard chartered bank,james beck,2,0,0.0,James Beck,0,2
4569,126,what is the role in the agreement of the company where raymond qiao is employed,lenders,2,0,0.0,"Bank of China, New York Branch",0,2
4570,126,what is the role in the agreement of the company where sergio a. cadavid is employed,borrower,2,0,0.0,Jabil Inc.,0,2
4571,126,what is the role in the agreement of the company where james beck is employed,lenders,2,0,0.0,Standard Chartered Bank,0,2
4572,126,what is the role in the agreement of the company where juliana fong is employed,lenders,2,0,0.0,DBS Bank Ltd.,0,2
4573,126,what is the role in the agreement of the company where dan beckwith is employed,lenders,2,0,0.0,"PNC Bank, National Association",0,2
4574,126,what is the role in the agreement of the company where dayi liu is employed,lenders,2,0,0.0,"Industrial and Commercial Bank of China Limited, New York Branch",0,2
4575,126,what is the role in the agreement of the company where rita walz cuccioli is employed,lenders,2,0,0.0,Standard Chartered Bank,0,2
4576,126,what is the role in the agreement of the company where tracy rahn is employed,lenders,2,0,0.0,The Bank of Nova Scotia,0,2
4577,126,what is the role in the agreement of the company where michael maguire is employed,lenders,2,0,0.0,"Mizuho Bank, Ltd.",0,2
4578,126,what is the role in the agreement of the company where andrew sidford is employed,lenders,2,0,0.0,Credit Agricole Corporate and Investment Bank,0,2
4579,126,what is the role in the agreement of the company where xavier ruiz sena is employed,lenders,2,0,0.0,DBS Bank Ltd.,0,2
4580,126,what is the role in the agreement of the company where michelle c. phillips is employed,lenders,2,0,0.0,The Bank of Nova Scotia,0,2
4581,126,what is the role in the agreement of the company where tony huang is employed,lenders,2,0,0.0,"Industrial and Commercial Bank of China Limited, New York Branch",0,2
4582,126,what is the role in the agreement of the company where lillian kim is employed,lenders,2,0,0.0,"MUFG Bank, Ltd.",0,2
4583,126,what is the role in the agreement of the company where brendan heneghan is employed,lenders,2,0,0.0,Credit Agricole Corporate and Investment Bank,0,2
4584,126,what is the role in the agreement of the company where gordon yip is employed,lenders,2,0,0.0,DBS Bank Ltd.,0,2
4585,126,what is the role in the agreement of the company where brett bonet is employed,lenders,2,0,0.0,"HSBC Bank USA, N.A.",0,2
4586,126,what is the role in the agreement of the company where puneet lakhotia is employed,lenders,2,0,0.0,"PNC Bank, National Association",0,2
4587,126,what is the role in the agreement of the company where min park is employed,lenders,2,0,0.0,"Wells Fargo Bank, National Association",0,2
4588,126,what is the role in the agreement of the company where susan m. olsen is employed,lenders,2,0,0.0,U.S. Bank National Association,0,2
4589,126,what is the role in the agreement of the company where karim remtoula is employed,lenders,2,0,0.0,Standard Chartered Bank,0,2
4590,126,"what is the role in the agreement of the company where richard j. ameny, jr. is employed",lenders,2,0,0.0,The Bank of Nova Scotia,0,2
4591,126,what is the role in the agreement of the company where derek jensen is employed,lenders,2,0,0.0,"Industrial and Commercial Bank of China Limited, New York Branch",0,2
4607,132,"who is the vice president of jpmorgan chase bank, n.a.",jennifer m. dunneback,2,0,0.0,Jennifer M. Dunneback,0,2
4608,132,"who is the executive vice president, chief financial officer and treasurer of obs financial services, inc.",gary g. zyla,2,0,0.0,Executive Vice President and Treasurer,0,2
4609,132,"who is the executive vice president and treasurer of obs financial services, inc.",gary g. zyla,2,0,0.0,Executive Vice President and Treasurer,0,2
4610,132,"who is the vice president and treasurer of obs financial services, inc.",gary g. zyla,2,0,0.0,Vice President and Treasurer,0,2
4611,132,"who is the executive vice president, chief financial officer and treasurer of obs holdings, inc.",gary g. zyla,2,0,0.0,Vice President and Treasurer,0,2
4612,132,"who is the vice president and treasurer of obs holdings, inc.",gary g. zyla,2,0,0.0,Vice President and Treasurer,0,2
4613,132,what is the role in the agreement of the company where jennifer m. dunneback is employed,lender,2,0,0.0,Lender,0,2
4614,132,what is the role in the agreement of the company where gary g. zyla is employed,guarantors,2,0,0.0,Borrower,0,2
4615,132,what is the role in the agreement of the company where amy prager is employed,lender,2,0,0.0,Administrative Agent,0,2
4616,132,what is the role in the agreement of the company where james mastroianna is employed,lender,2,0,0.0,Lender,0,2
4617,132,what is the role in the agreement of the company where ryan durkin is employed,lender,2,0,0.0,Authorized Signatory,0,2
4631,133,"who is the senior vice president of bank of america, n.a.",ronald j. drobny,2,0,0.0,Ronald J. Drobny,0,2
4632,133,"who is the svp of citibank, n.a.",william allen,2,0,0.0,William Allen,0,2
4633,133,"who is the chief financial officer of zulily, inc.",marc stolzman,2,0,0.0,Marc Stolzman,0,2
4634,133,what is the role in the agreement of the company where ronald j. drobny is employed,lender,2,0,0.0,Syndication Agent,0,2
4635,133,what is the role in the agreement of the company where marc stolzman is employed,borrower,2,0,0.0,Chief Financial Officer,0,2
4649,127,"who is the authorized signer of jpmorgan chase bank, n.a",heather e. hoopingarner,2,0,0.0,Heather E. Hoopingarner,0,2
4650,127,"who is the assistant vice president of bank of america, n.a",taelitha bonds harris,2,0,0.0,Taelitha Bonds-Harris,0,2
4651,127,who is the treasurer of biogen inc.,michael dambach,2,0,0.0,Michael Dambach,0,2
4652,127,who is the vice president of biogen inc.,michael dambach,2,0,0.0,Michael Dambach,0,2
4653,127,who is the executive director of mizuho bank,tracy rahn,2,0,0.0,Tracy Rahn,0,2
4654,127,what is the role in the agreement of the company where heather e. hoopingarner is employed,lender,2,0,0.0,Lender,0,2
4655,127,what is the role in the agreement of the company where taelitha bonds harris is employed,agent,2,0,0.0,Lender,0,2
4656,127,what is the role in the agreement of the company where michael dambach is employed,borrower,2,0,0.0,Borrower,0,2
4760,26,who is the associate director of standard chartered bank,daniel mattern,2,0,0.0,Director,0,2
4761,26,who is the managin director of sumitomo mitsui banking corporation,katsuyuki kubo,2,0,0.0,Managin Director,0,2
4762,26,who is the senior vice president of bristol meyers squibb company,jeffrey galik,2,0,0.0,Senior Vice President and Treasurer,0,2
4763,26,what is the role in the agreement of the company where daniel mattern is employed,lender,2,0,0.0,Lender,0,2
4764,26,what is the role in the agreement of the company where breck fleming is employed,lender,2,0,0.0,Lender,0,2
4765,26,what is the role in the agreement of the company where john toronto is employed,lender,2,0,0.0,Lender,0,2
4766,26,what is the role in the agreement of the company where emerson almeida is employed,lender,2,0,0.0,Lender,0,2
4767,26,what is the role in the agreement of the company where anish shah is employed,lender,2,0,0.0,Lender,0,2
4768,26,what is the role in the agreement of the company where william p. herold is employed,lender,2,0,0.0,Lender,0,2
4769,26,what is the role in the agreement of the company where ade adedeji is employed,lender,2,0,0.0,Lender,0,2
4770,26,what is the role in the agreement of the company where veli matti abohen is employed,lender,2,0,0.0,Lender,0,2
4771,26,what is the role in the agreement of the company where ryan m. black is employed,lender,2,0,0.0,Lender,0,2
4772,26,what is the role in the agreement of the company where joshua hovermale is employed,lender,2,0,0.0,Lender,0,2
4773,26,what is the role in the agreement of the company where clifford a. mull is employed,lender,2,0,0.0,Lender,0,2
4774,26,what is the role in the agreement of the company where jonathan logan is employed,lender,2,0,0.0,Lender,0,2
4775,26,what is the role in the agreement of the company where katherine bass is employed,lender,2,0,0.0,Lender,0,2
4776,26,what is the role in the agreement of the company where jill wong is employed,lender,2,0,0.0,Lender,0,2
4777,26,what is the role in the agreement of the company where jordan harris is employed,lender,2,0,0.0,Lender,0,2
4778,26,what is the role in the agreement of the company where fabio della malva is employed,lender,2,0,0.0,Lender,0,2
4779,26,what is the role in the agreement of the company where pedro bell is employed,lender,2,0,0.0,Lender,0,2
4780,26,what is the role in the agreement of the company where marc fussbahn is employed,lender,2,0,0.0,Lender,0,2
4781,26,what is the role in the agreement of the company where gary herzog is employed,lender,2,0,0.0,Lender,0,2
4782,26,what is the role in the agreement of the company where michelle c. phillips is employed,lender,2,0,0.0,Lender,0,2
4783,26,what is the role in the agreement of the company where xavier ruiz sena is employed,lender,2,0,0.0,Lender,0,2
4784,26,what is the role in the agreement of the company where brian crowley is employed,lender,2,0,0.0,Lender,0,2
4785,26,what is the role in the agreement of the company where christopher sked is employed,lender,2,0,0.0,Lender,0,2
4786,26,what is the role in the agreement of the company where iain stewart is employed,lender,2,0,0.0,"HSBC Bank USA, N.A.",0,2
4787,26,what is the role in the agreement of the company where veronica incera is employed,lender,2,0,0.0,"Banco Bilbao Vizcaya Argentaria, S.A. New York Branch",0,2
4795,26,"what is the office office of morgan stanley senior funding, inc.","md 21231, 4th floor, baltimore, 1300 thames street, thames street wharf",2,0,,"1300 Thames Street, Thames Street Wharf, 4th Floor, Baltimore, MD 21231",0,2
4796,26,what is the branch office of deutsche bank,new york,2,0,,New York Branch,0,2
4797,26,what is the branch office of commerzbank ag,new york,2,0,,New York Branch,0,2
4798,26,what is the branch office of unicredit bank ag,new york,2,0,,New York Branch,0,2
4799,138,what are the positions of adeel khan,"secretary, chief financial officer",1,0,1.0,Chief Financial Officer and Secretary,1,2
4800,138,who are the representatives of capital one national association,"nicolas zitelli, frederick h. denecke",1,0,1.0,"Frederick H. Denecke, Christopher Harahan",1,2
4803,138,"what are the roles of pnc bank, national association in the agreement","agent, lender, syndication, administrative",1,0,1.0,Administrative Agent,1,2
4804,138,"what are the roles of u.s. bank, national association in the agreement","agent, bookrunners, syndication, administrative",1,0,1.0,Lender,1,2
4807,138,what companies are the lender in the agreement,"pnc bank, national association",1,0,1.0,"PNC Bank, National Association, Capital One National Association, U.S. Bank National Association",1,2
4808,139,what are the positions of jay a. brown,"treasurer, senior vice president, chief financial officer",1,0,1.0,"Jay A. Brown is the Senior Vice President, Chief Financial Officer and Treasurer of Crown Castle International Corp.",1,2
4809,139,what are the positions of michael king,"vice president, authorized signatory",1,0,1.0,"Michael King is the Authorized Signatory of Morgan Stanley Bank, N.A. and Morgan Stanley Senior Funding, Inc.",1,2
4810,139,who are the representatives of crown castle international corp.,"jay a. brown, shivani agarwal",1,0,1.0,Jay A. Brown is the representative of Crown Castle International Corp.,1,2
4811,139,"who are the representatives of citizens bank, n.a","david clark, david w. kee, tanya crossley",1,0,1.0,"Eric Ridgway is the representative of Citizens Bank, N.A.",1,2
4812,139,"who are the representatives of morgan stanley bank, n.a.","savo bozic, sheldon pinto, bertram h. tang",1,0,1.0,"Michael King is the representative of Morgan Stanley Bank, N.A. and Morgan Stanley Senior Funding, Inc.",1,2
4813,139,"who are the representatives of morgan stanley senior funding, inc.","eric ridgway, michael king, ronnie glenn, lennie blakeslee, michael vondriska",1,0,1.0,"Michael King is the representative of Morgan Stanley Bank, N.A. and Morgan Stanley Senior Funding, Inc.",1,2
4814,139,"who are the representatives of wells fargo bank, n.a.","linda tam, ola anderssen, kestrina budina, peter c. rogers, cynthia w. burton",1,0,1.0,"Peter C. Rogers is the representative of Wells Fargo Bank, N.A.",1,2
4815,139,"what are the roles of jpmorgan chase bank, n.a. in the agreement","agent, syndication, administrative",1,0,1.0,"JPMorgan Chase Bank, N.A. is the Administrative Agent and an Issuing Bank.",1,2
4816,139,what are the roles of suntrust bank in the agreement,"lender, issuing bank, administrative agent",1,0,1.0,SunTrust Bank is a Lender and an Issuing Bank.,1,2
4817,139,"what are the roles of td bank, n.a. in the agreement","lender, issuing bank, administrative agent",1,0,1.0,"TD Bank, N.A. is a Lender.",1,2
4818,139,"what are the roles of bank of america, n.a. in the agreement","lender, issuing bank, administrative agent",1,0,1.0,"Bank of America, N.A. is a Lender and an Issuing Bank.",1,2
4819,139,"what are the roles of bank of america, n.a in the agreement","agent, syndication, administrative",1,0,1.0,"Bank of America, N.A. is a Lender and an Issuing Bank.",1,2
4820,139,what are the roles of barclays bank plc in the agreement,"lender, issuing bank, administrative agent",1,0,1.0,Barclays Bank PLC is a Lender.,1,2
