document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response
135,who are the authorized signatorys of the company which is the lender in the agreement,"leon mo, michael king, richard antl, william reid, james r. allred",3,0,1,"Leon Mo, Richard Antl, William Reid, James R. Allred, David Kee, Shannon Juhan, Mark Sparrow, Mark Oberreuter, Darlene Arias, Craig Pearson, Gumaro Tijerina, Cheryl LaBelle, Hans Beekmans, David Valentine, Michiel Van der Voort, John C. Lozano, M. Colin Warman"
135,who are the senior vice presidents of the company which is the lender in the agreement,"anders platou, devon j. lang, cathleen buckley",3,0,1,"Anders Platou, Cathleen Buckley, DeVon J. Lang"
135,who are the managing directors of the company which is the lender in the agreement,"david kee, cheryl labelle, gumaro tijerina, joseph onischuk, michael a. tribolet, michiel van der voort",3,0,1,"Michael A. Tribolet, Joseph ONISCHUK, Gumaro Tijerina, Cheryl LaBelle, Michiel Van der Voort"
135,who are the directors of the company which is the lender in the agreement,"adam h. fey, mark sparrow, darlene arias, andreas bubenzer paim",3,0,1,"Andreas Bubenzer-Paim, Mark Sparrow, Darlene Arias"
135,who are the managing directors of the company which is the administrative agent in the agreement,"david kee, gumaro tijerina, michael a. tribolet, michiel van der voort",3,0,1,Not found
135,who are the managing directors of the company which is the co documentation agent in the agreement,"david kee, gumaro tijerina, michael a. tribolet, michiel van der voort",3,0,1,Not found
135,who are the managing directors of the company which is the co syndication agent in the agreement,"david kee, gumaro tijerina, michael a. tribolet, michiel van der voort",3,0,1,Not found
135,who are the managing directors of the company which is the co documentation agents in the agreement,"david kee, gumaro tijerina, michael a. tribolet, michiel van der voort",3,0,1,Not found
135,who are the managing directors of the company which is the co syndication agents in the agreement,"david kee, gumaro tijerina, michael a. tribolet, michiel van der voort",3,0,1,Not found
135,who are the vice presidents of the company which is the borrower in the agreement,"les werme, hans beekmans, shannon juhan, gabriel juarez, john c. lozano, david valentine, m. colin warman, mark oberreuter, rosanne parsill, virginia cosenza, reginald crichlow, sharon s. spurlin, christine aharonian",3,0,1,Sharon S. Spurlin
135,"what roles does mizuho bank, ltd have in the agreement which are not the roles of pierce","co syndication agents, co documentation agents",2,1,1,"Co-Documentation Agent, Lender"
135,"what roles does mizuho bank, ltd have in the agreement which are not the roles of smith incorporated","co syndication agents, co documentation agents",2,1,1,"Co-Documentation Agent, Lender"
135,"what roles does mizuho bank, ltd have in the agreement which are not the roles of wells fargo securities, llc","co syndication agents, co documentation agents",2,1,1,"Co-Documentation Agent, Lender"
135,"what roles does mizuho bank, ltd have in the agreement which are not the roles of wells fargo bank, national association","bookrunners, lead arrangers",2,1,1,"Co-Documentation Agent, Lender"
135,what companies are the lender but not the administrative agent in the agreement,"n.a., ltd., ubs ag, pnc bank, bnp paribas, compass bank, regions bank, suntrust bank, new york branch, dnb capital llc, ing capital llc, soci t g n rale, stamford branch, barclays bank plc, morgan stanley bank, national association, royal bank of canada, the bank of nova scotia, branch banking and trust company, the bank of tokyo mitsubishi ufj, canadian imperial bank of commerce, sumitomo mitsui banking corporation",2,1,1,"JPMORGAN CHASE BANK, N.A., DNB CAPITAL LLC, WELLS FARGO BANK, NATIONAL ASSOCIATION, CITIBANK, N.A., MIZUHO BANK, LTD., BRANCH BANKING AND TRUST COMPANY, DEUTSCHE BANK AG NEW YORK BRANCH, MORGAN STANLEY BANK, N.A., BARCLAYS BANK PLC, COMPASS BANK, BNP PARIBAS, CANADIAN IMPERIAL BANK OF COMMERCE, NEW YORK BRANCH, ROYAL BANK OF CANADA, SUMITOMO MITSUI BANKING CORPORATION, SUNTRUST BANK, THE BANK OF NOVA SCOTIA, THE BANK OF TOKYO-MITSUBISHI UFJ, LTD., UBS AG, STAMFORD BRANCH, BMO HARRIS BANK N.A., ING CAPITAL LLC, REGIONS BANK, SOCIÉTÉ GÉNÉRALE, U.S. BANK NATIONAL ASSOCIATION, PNC BANK, NATIONAL ASSOCIATION"
135,what companies are the lender but not the co documentation agent in the agreement,"n.a., ltd., ubs ag, pnc bank, bnp paribas, compass bank, regions bank, suntrust bank, new york branch, dnb capital llc, ing capital llc, soci t g n rale, stamford branch, barclays bank plc, morgan stanley bank, national association, royal bank of canada, the bank of nova scotia, branch banking and trust company, the bank of tokyo mitsubishi ufj, canadian imperial bank of commerce, sumitomo mitsui banking corporation",2,1,1,"BANK OF AMERICA, N.A., JPMORGAN CHASE BANK, N.A., WELLS FARGO BANK, NATIONAL ASSOCIATION, CITIBANK, N.A., BRANCH BANKING AND TRUST COMPANY, DEUTSCHE BANK AG NEW YORK BRANCH, MORGAN STANLEY BANK, N.A., BARCLAYS BANK PLC, COMPASS BANK, BNP PARIBAS, CANADIAN IMPERIAL BANK OF COMMERCE, NEW YORK BRANCH, ROYAL BANK OF CANADA, SUMITOMO MITSUI BANKING CORPORATION, SUNTRUST BANK, THE BANK OF NOVA SCOTIA, THE BANK OF TOKYO-MITSUBISHI UFJ, LTD., UBS AG, STAMFORD BRANCH, BMO HARRIS BANK N.A., ING CAPITAL LLC, REGIONS BANK, SOCIÉTÉ GÉNÉRALE, U.S. BANK NATIONAL ASSOCIATION, PNC BANK, NATIONAL ASSOCIATION"
135,what companies are the lender but not the co syndication agent in the agreement,"n.a., ltd., ubs ag, pnc bank, bnp paribas, compass bank, regions bank, suntrust bank, new york branch, dnb capital llc, ing capital llc, soci t g n rale, stamford branch, barclays bank plc, morgan stanley bank, national association, royal bank of canada, the bank of nova scotia, branch banking and trust company, the bank of tokyo mitsubishi ufj, canadian imperial bank of commerce, sumitomo mitsui banking corporation",2,1,1,"BANK OF AMERICA, N.A., DNB CAPITAL LLC, MIZUHO BANK, LTD., BRANCH BANKING AND TRUST COMPANY, DEUTSCHE BANK AG NEW YORK BRANCH, MORGAN STANLEY BANK, N.A., BARCLAYS BANK PLC, COMPASS BANK, BNP PARIBAS, CANADIAN IMPERIAL BANK OF COMMERCE, NEW YORK BRANCH, ROYAL BANK OF CANADA, SUMITOMO MITSUI BANKING CORPORATION, SUNTRUST BANK, THE BANK OF NOVA SCOTIA, THE BANK OF TOKYO-MITSUBISHI UFJ, LTD., UBS AG, STAMFORD BRANCH, BMO HARRIS BANK N.A., ING CAPITAL LLC, REGIONS BANK, SOCIÉTÉ GÉNÉRALE, U.S. BANK NATIONAL ASSOCIATION, PNC BANK, NATIONAL ASSOCIATION"
135,what companies are the lender but not the co documentation agents in the agreement,"n.a., ltd., ubs ag, citibank, pnc bank, bnp paribas, mizuho bank, compass bank, regions bank, suntrust bank, bank of america, new york branch, dnb capital llc, ing capital llc, soci t g n rale, stamford branch, barclays bank plc, jpmorgan chase bank, morgan stanley bank, national association, royal bank of canada, the bank of nova scotia, branch banking and trust company, the bank of tokyo mitsubishi ufj, canadian imperial bank of commerce, sumitomo mitsui banking corporation",2,1,1,"BANK OF AMERICA, N.A., JPMORGAN CHASE BANK, N.A., WELLS FARGO BANK, NATIONAL ASSOCIATION, CITIBANK, N.A., BRANCH BANKING AND TRUST COMPANY, DEUTSCHE BANK AG NEW YORK BRANCH, MORGAN STANLEY BANK, N.A., BARCLAYS BANK PLC, COMPASS BANK, BNP PARIBAS, CANADIAN IMPERIAL BANK OF COMMERCE, NEW YORK BRANCH, ROYAL BANK OF CANADA, SUMITOMO MITSUI BANKING CORPORATION, SUNTRUST BANK, THE BANK OF NOVA SCOTIA, THE BANK OF TOKYO-MITSUBISHI UFJ, LTD., UBS AG, STAMFORD BRANCH, BMO HARRIS BANK N.A., ING CAPITAL LLC, REGIONS BANK, SOCIÉTÉ GÉNÉRALE, U.S. BANK NATIONAL ASSOCIATION, PNC BANK, NATIONAL ASSOCIATION"
135,what companies are the lender but not the co syndication agents in the agreement,"n.a., ltd., ubs ag, citibank, pnc bank, bnp paribas, mizuho bank, compass bank, regions bank, suntrust bank, bank of america, new york branch, dnb capital llc, ing capital llc, soci t g n rale, stamford branch, barclays bank plc, jpmorgan chase bank, morgan stanley bank, national association, royal bank of canada, the bank of nova scotia, branch banking and trust company, the bank of tokyo mitsubishi ufj, canadian imperial bank of commerce, sumitomo mitsui banking corporation",2,1,1,"BANK OF AMERICA, N.A., DNB CAPITAL LLC, MIZUHO BANK, LTD., BRANCH BANKING AND TRUST COMPANY, DEUTSCHE BANK AG NEW YORK BRANCH, MORGAN STANLEY BANK, N.A., BARCLAYS BANK PLC, COMPASS BANK, BNP PARIBAS, CANADIAN IMPERIAL BANK OF COMMERCE, NEW YORK BRANCH, ROYAL BANK OF CANADA, SUMITOMO MITSUI BANKING CORPORATION, SUNTRUST BANK, THE BANK OF NOVA SCOTIA, THE BANK OF TOKYO-MITSUBISHI UFJ, LTD., UBS AG, STAMFORD BRANCH, BMO HARRIS BANK N.A., ING CAPITAL LLC, REGIONS BANK, SOCIÉTÉ GÉNÉRALE, U.S. BANK NATIONAL ASSOCIATION, PNC BANK, NATIONAL ASSOCIATION"
135,what companies are the administrative agent but not the co documentation agents in the agreement,"n.a., ltd., citibank, mizuho bank, dnb bank asa, bank of america, new york branch, jpmorgan chase bank",2,1,1,Not found
135,what companies are the administrative agent but not the co syndication agents in the agreement,"n.a., ltd., citibank, mizuho bank, dnb bank asa, bank of america, new york branch, jpmorgan chase bank",2,1,1,Not found
135,what companies are the co documentation agent but not the co documentation agents in the agreement,"n.a., ltd., citibank, mizuho bank, dnb bank asa, bank of america, new york branch, jpmorgan chase bank",2,1,1,Not found
135,what companies are the co documentation agent but not the co syndication agents in the agreement,"n.a., ltd., citibank, mizuho bank, dnb bank asa, bank of america, new york branch, jpmorgan chase bank",2,1,1,Not found
135,what companies are the co syndication agent but not the co documentation agents in the agreement,"n.a., ltd., citibank, mizuho bank, dnb bank asa, bank of america, new york branch, jpmorgan chase bank",2,1,1,Not found
135,what companies are the co syndication agent but not the co syndication agents in the agreement,"n.a., ltd., citibank, mizuho bank, dnb bank asa, bank of america, new york branch, jpmorgan chase bank",2,1,1,Not found
135,what companies are the co documentation agents but not the  lead arrangers in the agreement,"citibank, dnb bank asa, new york branch, wells fargo bank, national association",2,1,1,"DNB BANK ASA, NEW YORK BRANCH, MIZUHO BANK, LTD."
135,what companies are the co documentation agents but not the  bookrunners in the agreement,"citibank, dnb bank asa, new york branch, wells fargo bank, national association",2,1,1,"DNB BANK ASA, NEW YORK BRANCH, MIZUHO BANK, LTD."
135,what companies are the co syndication agents but not the  lead arrangers in the agreement,"citibank, dnb bank asa, new york branch, wells fargo bank, national association",2,1,1,"CITIBANK, N.A., JPMORGAN CHASE BANK, N.A., WELLS FARGO BANK, NATIONAL ASSOCIATION"
135,what companies are the co syndication agents but not the  bookrunners in the agreement,"citibank, dnb bank asa, new york branch, wells fargo bank, national association",2,1,1,"CITIBANK, N.A., JPMORGAN CHASE BANK, N.A., WELLS FARGO BANK, NATIONAL ASSOCIATION"
133,"what roles does citibank, n.a., have in the agreement which are not the roles of citibank","c issuer, collateral agent, administrative agent",2,1,1,Not found
