document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
153,what are the roles in the agreement of the company where renata i. levine is employed,"lender, issuing bank, co syndication agents",2,0,1,Not found
153,what are the roles in the agreement of the company where michael j. mcwalters is employed,"lender, issuing bank, co syndication agents",2,0,1,Not found
153,"what are the roles in the agreement of the company associated with citizens bank, n.a","lender, issuing bank",2,0,1,Not found
153,"what are the roles in the agreement of the company associated with citizens bank, n.a.","bookrunners, lead arrangers, co syndication agents",2,0,1,Not found
153,"what are the roles in the agreement of the company associated with jpmorgan chase bank, n.a.","bookrunners, lead arrangers",2,0,1,Not found
153,what are the roles in the agreement of the company associated with pnc capital markets llc,"bookrunners, lead arrangers",2,0,1,Joint Bookrunners and Joint Lead Arrangers
153,what are the roles in the agreement of the company associated with silicon valley bank,"lender, bookrunners, issuing bank, lead arrangers, co syndication agents",2,0,1,"Issuing Bank, Co-Syndication Agents, Joint Bookrunners and Joint Lead Arrangers"
153,"what are the roles in the agreement of the company associated with truist securities, inc.","bookrunners, lead arrangers",2,0,1,Not found
153,"what are the roles in the agreement of the company associated with pnc bank, national association","lender, issuing bank, co syndication agents",2,0,1,Issuing Bank and Co-Syndication Agent
153,what are the roles in the agreement of the company associated with truist bank,"lender, issuing bank, co syndication agents",2,0,1,Not found
46,what are the roles in the agreement of the company where gregory r. russano is employed,"agent, lender",2,0,1,Not found
46,"what are the roles in the agreement of the company associated with santander bank, n.a.,","agent, lender",2,0,1,"Agent, Lender"
52,who are the directors of bank of the west,"lauren hom, adriana collins, michelle c. phillips",2,0,1,Not found
52,"who are the authorized signatorys of morgan stanley bank, n.a.","annie carr, john flores, michael king",2,0,1,Michael King
52,who are the vice presidents of the northern trust company,"carolyn kee, jeff benedix, john lascody",2,0,1,Not found
52,who are the managing directors of wells fargo bank,"barry bergman, james travagline",2,0,1,Not found
52,"what are the roles in the agreement of the company associated with citibank, n.a.",agent,2,0,1,"Administrative Agent, base rate provider"
52,"what are the roles in the agreement of the company associated with jpmorgan chase bank, n.a.","agents, arrangers, bookrunners",2,0,1,Not found
44,who are the senior vice presidents of bank of america,"john m. hall, tiffany e. gardner",2,0,1,Not found
44,what are the roles in the agreement of the company where tiffany e. gardner is employed,"lender, l c issuer, administrative agent",2,0,1,Not found
44,what are the roles in the agreement of the company where john m. hall is employed,"lender, l c issuer, administrative agent",2,0,1,Not found
44,what are the roles in the agreement of the company where maria a. mcclain is employed,"lender, l c issuer, administrative agent",2,0,1,Not found
44,what are the roles in the agreement of the company associated with bank of america,"lender, l c issuer, administrative agent",2,0,1,"Administrative Agent, L/C Issuer, Swing Line Lender"
50,who are the directors of wells fargo bank,"darin mullis, yinghua zhang",2,0,1,Not found
50,who are the senior vice presidents of zions first national bank,"michael r. brough, william d. priester",2,0,1,Not found
50,who are the vice presidents of pnc bank,"david green, laura woodward, philip k. lievscher",2,0,1,Not found
50,what are the roles in the agreement of the company where derek r. brunelle is employed,"agents, lender",2,0,1,Not found
50,what are the roles in the agreement of the company where michael r. brough is employed,"agents, lender",2,0,1,Not found
50,what are the roles in the agreement of the company where william d. priester is employed,"agents, lender",2,0,1,Not found
50,what are the roles in the agreement of the company where david green is employed,"agents, lender",2,0,1,Not found
50,what are the roles in the agreement of the company where laura woodward is employed,"agents, lender",2,0,1,Not found
50,what are the roles in the agreement of the company where philip k. lievscher is employed,"agents, lender",2,0,1,Not found
50,what are the roles in the agreement of the company associated with u.s. bank national association,"agents, lender",2,0,1,Not found
50,what are the roles in the agreement of the company associated with wells fargo bank,"agent, lender",2,0,1,Not found
50,what are the roles in the agreement of the company associated with silicon valley bank,"agents, lender",2,0,1,Not found
50,what are the roles in the agreement of the company associated with zions first national bank,"agents, lender",2,0,1,Co-Documentation Agents
50,what are the roles in the agreement of the company associated with pnc bank,"agents, lender",2,0,1,Not found
2,who are the vice presidents of the huntington national bank,"phil andresen, adam j. kultgen",2,0,1,Not found
2,"who are the directors of bank of america, n.a","alysa trakas, anthony hoye, carl hinrichs",2,0,1,Not found
2,"who are the senior vice presidents of hsbc bank usa, n.a.","jr, jaime mariano, mary f. molnar, carl s. tabacjar",2,0,1,Not found
2,"what are the roles in the agreement of the company associated with bofa securities, inc.","arranger, syndication agent",2,0,1,Not found
145,who are the directors of path ltd,"guy major, joseph d. glatt, tammy jennissen",2,0,1,Not found
145,what are the roles in the agreement of the company where emily ergang pappas is employed,"collateral agent, administrative agent",2,0,1,Not found
145,what are the roles in the agreement of the company associated with new fortress intermediate llc,holdings,2,0,1,"New Fortress Intermediate LLC, as Holdings."
145,what are the roles in the agreement of the company associated with nfe atlantic holdings llc,borrower,2,0,1,Not found
145,what are the roles in the agreement of the company associated with cortland capital market services llc,"collateral agent, administrative agent",2,0,1,"Collateral Agent, and Administrative Agent"
151,who are the managing directors of bnp paribas,"john bosco, andrea s chen, michael pearce, iain p. stewart",2,0,1,Not found
151,who are the executive directors of jpmorgan chase bank,"tracy rahn, gail motonaga, anders holmgaard, gregory t martin",2,0,1,Not found
151,who are the vice presidents of bank of america,"tanille ingle, richard rivera, robert botcherby, christopher coney",2,0,1,Not found
151,who are the authorized signatorys of credit suisse ag,"jack lonker, michael king, scott macvicar, judith e. smith, jessica gavarkovs, william e. briggs iv",2,0,1,Not found
151,who are the directors of barclays bank plc,"annie chung, mindy k. chu, ronnie glenn, sean hassett, arjun talwalkar, cormac langford, jennifer s. o neill",2,0,1,Not found
151,what are the roles in the agreement of the company where gregory t martin is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,1,Not found
151,what are the roles in the agreement of the company where tracy rahn is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,1,Not found
151,what are the roles in the agreement of the company where gail motonaga is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,1,Not found
151,what are the roles in the agreement of the company where anders holmgaard is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,1,Not found
151,what are the roles in the agreement of the company where joseph l. corah is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,1,Not found
151,what are the roles in the agreement of the company where christopher coney is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,1,Not found
151,what are the roles in the agreement of the company where tanille ingle is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,1,Not found
151,what are the roles in the agreement of the company where robert botcherby is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,1,Not found
151,what are the roles in the agreement of the company where richard rivera is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,1,Not found
151,what are the roles in the agreement of the company where arjun talwalkar is employed,"agent, lender, l c issuer, bookrunners",2,0,1,Not found
151,what are the roles in the agreement of the company where jennifer s. o neill is employed,"agent, lender, l c issuer, bookrunners",2,0,1,Not found
151,what are the roles in the agreement of the company where sean hassett is employed,"agent, lender, l c issuer, bookrunners",2,0,1,Not found
151,what are the roles in the agreement of the company where cormac langford is employed,"agent, lender, l c issuer, bookrunners",2,0,1,Lender
151,what are the roles in the agreement of the company where annie chung is employed,"agent, lender, l c issuer, bookrunners",2,0,1,Lender
151,what are the roles in the agreement of the company where mindy k. chu is employed,"agent, lender, l c issuer, bookrunners",2,0,1,Not found
151,what are the roles in the agreement of the company where ronnie glenn is employed,"agent, lender, l c issuer, bookrunners",2,0,1,Not found
151,what are the roles in the agreement of the company associated with citibank,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,1,Not found
151,"what are the roles in the agreement of the company associated with mizuho bank, ltd","lender, l c issuer",2,0,1,"Mizuho Bank, Ltd. and its successors and assigns."
151,"what are the roles in the agreement of the company associated with mizuho bank, ltd.,","bookrunners, lead arrangers",2,0,1,"Mizuho Bank, Ltd. and its successors and assigns."
151,what are the roles in the agreement of the company associated with jpmorgan chase bank,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,1,Not found
151,what are the roles in the agreement of the company associated with bank of america,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,1,"Administrative Agent, L/C Issuers, Swing Line Lenders, and Joint Lead Arrangers and Joint Bookrunners"
151,what are the roles in the agreement of the company associated with barclays bank plc,"agent, lender, l c issuer, bookrunners",2,0,1,L/C Issuers and Swing Line Lenders
87,"who are the senior vice presidents of armstrong flooring, inc","jennifer yan, ronald d. ford",2,0,1,Not found
87,who are the vice presidents of manufacturers and traders trust company,"sarah c. lesser, douglas b. bingham",2,0,1,Not found
93,who are the senior vice presidents of stratus properties inc.,"erin d. pickens, sterling j. silver",2,0,1,Erin D. Pickens
92,"what are the roles in the agreement of the company associated with midcap funding v, llc","lender, arranger, bookrunner, administrative agent",2,0,1,"Administrative Agent, a Lender and as Co-Bookrunner and Sole Lead Arranger"
92,"what are the roles in the agreement of the company associated with pernix therapeutics holdings, inc.","lender, arranger, borrower, bookrunner, administrative agent",2,0,1,"Borrower
Guarantors
Lenders
Administrative Agent"
86,who are the vice presidents of comerica bank,"wayne liao, rosanne parsill",2,0,1,Not found
86,what are the roles in the agreement of the company where julie yamauchi is employed,"lender, l c issuer, administrative agent",2,0,1,Not found
86,"what are the roles in the agreement of the company associated with merrill lynch, pierce, fenner smith incorporated","manager, arranger",2,0,1,Not found
150,"what are the roles in the agreement of the company where r. goldsborough, p. healy is employed","collateral agent, administrative agent",2,0,1,Not found
150,what are the roles in the agreement of the company where raye goldsborough is employed,"collateral agent, administrative agent",2,0,1,Not found
150,"what are the roles in the agreement of the company associated with wilmington savings fund society, fsb","collateral agent, administrative agent",2,0,1,Not found
144,what are the roles in the agreement of the company where maurice amsellem is employed,"agent, lender",2,0,1,Not found
51,what are the roles in the agreement of the company where cody gunsch is employed,"agent, lender, arrangers, bookrunners",2,0,1,Not found
51,"what are the roles in the agreement of the company associated with citigroup global markets, inc.","arrangers, bookrunners",2,0,1,Not found
51,what are the roles in the agreement of the company associated with natixis securities americas llc,"arrangers, bookrunners",2,0,1,Not found
51,what are the roles in the agreement of the company associated with rbc capital markets1,"arrangers, bookrunners",2,0,1,Joint Lead Arrangers and Joint Bookrunners
51,"what are the roles in the agreement of the company associated with morgan stanley senior funding, inc.","agent, lender, arrangers, bookrunners",2,0,1,Not found
3,what are the roles in the agreement of the company where anand j. jobanputra is employed,"lender, syndication agent",2,0,1,Lender
3,what are the roles in the agreement of the company where kyle pearson is employed,"lender, administrative agent",2,0,1,Lender
3,what are the roles in the agreement of the company where cindy jordan is employed,"lender, administrative agent",2,0,1,Administrative Agent
3,"what are the roles in the agreement of the company associated with summit jv mr 2, llc",borrower,2,0,1,Not found
3,"what are the roles in the agreement of the company associated with summit jv mr 3, llc",borrower,2,0,1,Not found
3,"what are the roles in the agreement of the company associated with summit nci nola br 184, llc",borrower,2,0,1,Borrower
3,"what are the roles in the agreement of the company associated with wells fargo bank, national association","lender, syndication agent",2,0,1,Not found
3,"what are the roles in the agreement of the company associated with bank of america, n.a.","lender, administrative agent",2,0,1,Administrative Agent and Lender
45,which companies are both the subsidiary borrower and the borrower in the agreement,"inc, pinnacle financial partners",1,1,1,Not found
45,which companies are both the subsidiary guarantor and the guarantor in the agreement,"inc, pinnacle financial partners",1,1,1,Not found
79,who are the authorized signatorys of morgan stanley bank,"michael king, noel purcell",2,0,1,Not found
79,who are the senior vice presidents of branch banking and trust company,"mark edwards, jean m. brennan, charles mclaughlin",2,0,1,Not found
79,"who are the directors of wells fargo bank, national association","darlene arias, d. bryan gregory, michael r mellott",2,0,1,Not found
79,who are the vice presidents of citigroup global markets inc,"jr., derek chang, casey gehrig, cheryl snoor, john r. roach, john c. rowland, helen h. gateson",2,0,1,Not found
79,what are the roles in the agreement of the company where d. bryan gregory is employed,"lenders, administrative agent",2,0,1,Not found
79,what are the roles in the agreement of the company where darlene arias is employed,"lenders, administrative agent",2,0,1,Not found
79,what are the roles in the agreement of the company where tari mock is employed,"lenders, administrative agent",2,0,1,Not found
79,what are the roles in the agreement of the company where michael r mellott is employed,"lenders, administrative agent",2,0,1,Regions Bank is a lender.
79,"what are the roles in the agreement of the company where john r. roach, jr. is employed","arrangers, bookrunners, syndication agents",2,0,1,"PNC Bank, National Association is a lender."
79,what are the roles in the agreement of the company where derek chang is employed,"arrangers, bookrunners, syndication agents",2,0,1,Not found
79,what are the roles in the agreement of the company where casey gehrig is employed,"arrangers, bookrunners, syndication agents",2,0,1,Not found
79,what are the roles in the agreement of the company where john c. rowland is employed,"arrangers, bookrunners, syndication agents",2,0,1,Not found
79,what are the roles in the agreement of the company where cheryl snoor is employed,"arrangers, bookrunners, syndication agents",2,0,1,Not found
79,what are the roles in the agreement of the company where helen h. gateson is employed,"arrangers, bookrunners, syndication agents",2,0,1,Not found
79,"what are the roles in the agreement of the company associated with rbc capital markets, llc","arrangers, bookrunners",2,0,1,"Joint Lead Arrangers and Joint Bookrunners, Syndication Agents"
79,"what are the roles in the agreement of the company associated with wells fargo bank, national association","lenders, administrative agent",2,0,1,Administrative Agent
79,what are the roles in the agreement of the company associated with citigroup global markets inc,"arrangers, bookrunners, syndication agents",2,0,1,Not found
22,who are the authorized signatorys of royal bank of canada,"heath israel, alexandre camerlain",2,0,1,Not found
22,what are the roles in the agreement of the company where ajay jagsi is employed,"lender, arranger, book runner",2,0,1,"Joint Lead Arranger, as Joint Book Runner, and as a Lender"
22,what are the roles in the agreement of the company where anca loghin is employed,"lender, runner, arranger",2,0,1,"Runner, and as a Lender"
22,"what are the roles in the agreement of the company associated with bank of america, n.a","lender, arranger, book runner",2,0,1,Not found
22,"what are the roles in the agreement of the company associated with jpmorgan chase bank, n.a.","lender, runner, arranger",2,0,1,Not found
22,"what are the roles in the agreement of the company associated with wells fargo bank, national association","agent, arranger, book runner",2,0,1,"Agent, Joint Lead Arranger, Joint Book Runner"
36,what are the roles in the agreement of the company where reagan philipp is employed,"agent, lender, arranger, bookrunner",2,0,1,Not found
36,"what are the roles in the agreement of the company associated with morgan stanley senior funding, inc.","agent, lender, arranger, bookrunner",2,0,1,Not found
123,who are the authorized signatorys of credit suisse ag,"bill o ly, julia ivanova, robert ehudin, kelly heimrich",2,0,1,Not found
123,who are the directors of ing bank n.v,"andrew payne, sean hassett, ravneet mumick",2,0,1,Not found
123,who are the vice presidents of ing bank n.v,"shaun hawley, brandon k. fiddler, gene r. riego de dios",2,0,1,Not found
123,what are the roles in the agreement of the company associated with goldman sachs bank usa,"agent, lender, arranger, bookrunners",2,0,1,"Joint Lead Arrangers, Joint Bookrunners, Syndication Agents"
123,what are the roles in the agreement of the company associated with rbc capital markets,"agent, arranger, bookrunners",2,0,1,"Joint Lead Arrangers and Joint Bookrunners, Syndication Agents"
137,"what roles do both bank of america, n.a. and regions bank have in the agreement",co syndication agent,1,1,1,Not found
137,"what roles do both deutsche bank securities inc. and merrill lynch, pierce, fenner smith incorporated have in the agreement","bookrunner, lead arranger",1,1,1,Not found
137,what roles do both deutsche bank securities inc. and regions capital markets have in the agreement,"bookrunner, lead arranger",1,1,1,Not found
137,"what roles do both merrill lynch, pierce, fenner smith incorporated and regions capital markets have in the agreement","bookrunner, lead arranger",1,1,1,Not found
137,which companies are both the co syndication agent and the agent in the agreement,"n.a., regions bank, bank of america",1,1,1,Not found
137,which companies are both the bookrunner and the bookrunner in the agreement,"pierce, merrill lynch, regions capital markets, fenner smith incorporated, deutsche bank securities inc.",1,1,1,Not found
137,which companies are both the bookrunners and the bookrunners in the agreement,"pierce, merrill lynch, regions capital markets, fenner smith incorporated, deutsche bank securities inc.",1,1,1,"DEUTSCHE BANK SECURITIES INC., MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED, and REGIONS CAPITAL MARKETS"
137,which companies are both the lead arranger and the arranger in the agreement,"pierce, merrill lynch, regions capital markets, fenner smith incorporated, deutsche bank securities inc.",1,1,1,Not found
137,which companies are both the book runner and the book runner in the agreement,"pierce, merrill lynch, regions capital markets, fenner smith incorporated, deutsche bank securities inc.",1,1,1,Not found
137,who are the vice presidents of regions bank,"john sletten, james komperda, joseph j. seroke, murray mackinnon, t. barrett vawter",2,0,1,Not found
137,who are the senior vice presidents of u.s. bank national association,"eric searls, scott dejong, alexander l. rody",2,0,1,Not found
137,"what are the roles in the agreement of the company associated with bank of america, n.a.","bank, agents",2,0,1,Not found
137,what are the roles in the agreement of the company associated with initial issuing banks,"lenders, issuing banks, swing line banks",2,0,1,Not found
137,what are the roles in the agreement of the company associated with regions bank,"bank, agents",2,0,1,Not found
137,what are the roles in the agreement of the company associated with regions capital markets,"arrangers, bookrunners",2,0,1,Not found
137,"what are the roles in the agreement of the company associated with regions capital markets,","arrangers, bookrunners",2,0,1,Not found
137,"what are the roles in the agreement of the company associated with summit hotel op, lp,",borrower,2,0,1,"Borrower, Parent Guarantor, Subsidiary Guarantors"
137,what are the roles in the agreement of the company associated with swing line banks,"issuing banks, swing line banks",2,0,1,Swing Line Banks issue Swing Line Advances.
122,who are the authorized signatorys of credit suisse ag,"doreen barr, lingzi huang, michael king",2,0,1,Not found
122,"who are the vice presidents of jpmorgan chase bank, n.a","anna smith, maureen maroney, kristen m. murphy",2,0,1,Not found
122,who are the managing directors of the bank of nova scotia,"jr., tony gordon, thane rattew, ross levitsky, andy mcclinton, andres neumeier, kenneth p. sneider",2,0,1,Not found
122,who are the directors of unicredit bank a.g.,"cfa, maria lago, jody feldman, bill seabrook, n. j. hardman, robert grillo, craig m. pinsly, diederik sluijs, christopher choi, michelle s. dagenhart",2,0,1,"Maria Lago
Craig M. Pinsly, CFA"
122,"what are the roles in the agreement of the company associated with morgan stanley senior funding, inc.","agent, arranger, bookrunners",2,0,1,Not found
37,who are the senior vice presidents of branch banking and trust company,"mark grover, felix miranda, philip k. liebscher",2,0,1,Not found
37,"who are the vice presidents of citizens bank, n.a","kelly nash, bryan ervin, raj nambiar, steven dixon, tad stainbrook, john kushnerick, judith a. huckins",2,0,1,Not found
37,what are the roles in the agreement of the company where maria f. maia is employed,"lender, l c issuer",2,0,1,"Administrative Agent, Lender, L/C Issuer and Swing Line Lender"
37,"what are the roles in the agreement of the company associated with bank of america, n.a.","lender, l c issuer",2,0,1,Not found
23,"who are the chief financial officers of vivint solar developer, llc,","paul dickson, tom vonreichbauer",2,0,1,Not found
23,"who are the authorized signatorys of royal bank of canada,","komal shah, michael king, nawshaer safi, mark w. condon",2,0,1,Not found
23,"who are the managing directors of deutsche bank ag, new york branch,","jordan kanis, jeremy eisman, andrew sidford",2,0,1,Not found
23,"who are the directors of deutsche bank ag, new york branch,","kyle hatze, myra martinez, michael agrimis",2,0,1,Not found
23,what are the roles in the agreement of the company where jonathan m. bouvet is employed,"lender, l c issuer, administrative agent",2,0,1,"Administrative Agent, an L/C Issuer and a Lender"
23,what are the roles in the agreement of the company associated with silicon valley bank,"lender, l c issuer, collateral agent",2,0,1,"Collateral Agent, an L/C Issuer and a Lender"
23,what are the roles in the agreement of the company associated with keybank national association,"lender, l c issuer, administrative agent",2,0,1,Administrative Agent
35,who are the authorized signatorys of the royal bank of scotland plc,"leon mo, steve ray, michael king, rebecca kratz",2,0,1,Not found
35,who are the managing directors of credit agricole corporate and investment bank,"cheryl labelle, michael willis, veronica incera, david gurghigian, james d. weinstein",2,0,1,Not found
35,"who are the directors of commerzbank ag,","j. frazell, nurys maleki, steven smith, claudia zarate",2,0,1,Diane Pockaj and Kiuli Chan
35,who are the senior vice presidents of hess corporation,"joe hykle, sophia love, devon j. lang, john p. rielly, kelton glasscock, timothy b. goodell",2,0,1,Not found
35,who are the vice presidents of u.s. bank national association,"glen binder, debra hrelja, kevin sparks, peter carini, raza jafferi, hans beekmans, john m. eyerman, maureen maroney, nicolas anberree",2,0,1,John M. Eyerman
35,what are the roles in the agreement of the company where michael king is employed,"bank, agents",2,0,1,Not found
35,what are the roles in the agreement of the company where leon mo is employed,"bank, agents",2,0,1,Not found
35,what are the roles in the agreement of the company where rebecca kratz is employed,"bank, agents",2,0,1,Not found
35,what are the roles in the agreement of the company where steve ray is employed,"bank, agents",2,0,1,Not found
35,"what are the roles in the agreement of the company associated with jpmorgan chase bank, n.a","bank, agent, lender",2,0,1,"Administrative Agent, Swingline Lender"
35,what are the roles in the agreement of the company associated with goldman sachs bank usa,"bank, agents, arrangers, bookrunners",2,0,1,Syndication Agents and Joint Lead Arrangers and Joint Bookrunners
35,what are the roles in the agreement of the company associated with goldman sachs bank usa,"bank, lender",2,0,1,Syndication Agents and Joint Lead Arrangers and Joint Bookrunners
35,"what are the roles in the agreement of the company associated with morgan stanley senior funding, inc.","arrangers, bookrunners",2,0,1,Not found
35,what are the roles in the agreement of the company associated with rbs securities inc.,"arrangers, bookrunners",2,0,1,Joint Lead Arrangers and Joint Bookrunners
35,"what are the roles in the agreement of the company associated with the bank of tokyo mitsubishi ufj, ltd","arrangers, bookrunners",2,0,1,"Syndication Agents, Joint Lead Arrangers and Joint Bookrunners, Issuing Bank"
35,what are the roles in the agreement of the company associated with the royal bank of scotland plc,"bank, lender",2,0,1,Not found
35,"what are the roles in the agreement of the company associated with wells fargo bank, national association","bank, lender",2,0,1,Not found
35,"what are the roles in the agreement of the company associated with jpmorgan chase bank, n.a","bank, agent",2,0,1,"Administrative Agent, Swingline Lender"
35,what are the roles in the agreement of the company associated with the royal bank of scotland plc,"bank, agents",2,0,1,Not found
21,who are the authorized persons of blackstone secured lending fund,"eric liaw, marisa beeney",2,0,1,Not found
21,who are the authorized signatorys of goldman sachs bank usa,"danielle spar, robert j. shusterman",2,0,1,Not found
21,what are the roles in the agreement of the company associated with ally bank,"lender, l c issuer, ally representative",2,0,1,Ally Representative
108,which companies are both the administrative borrower and the borrower in the agreement,keybank national association,1,1,1,Not found
108,which companies are both the administrative agent and the agent in the agreement,keybank national association,1,1,1,"PNC Bank, National Association"
108,who are the vice presidents of keybank national association,"andrew white, lori y. jensen, gregory w. lane",2,0,1,Not found
134,which companies are both the lead arranger and the arranger in the agreement,j.p. morgan securities llc,1,1,1,Not found
134,"who are the vice presidents of jpmorgan chase bank, n.a","nelson arteaga, mohammad s hasan",2,0,1,Not found
134,what are the roles in the agreement of the company where nelson arteaga is employed,"agent, lender",2,0,1,Not found
134,what are the roles in the agreement of the company where mohammad s hasan is employed,"agent, lender",2,0,1,Not found
134,"what are the roles in the agreement of the company associated with j.p. morgan securities llc,","arranger, bookrunning manager",2,0,1,Not found
134,"what are the roles in the agreement of the company associated with jpmorgan chase bank, n.a","issuing bank, collateral agent, administrative agent",2,0,1,Not found
134,"what are the roles in the agreement of the company associated with stockbridge sbe investment company, llc","holdings, guarantor",2,0,1,Holdings
134,"what are the roles in the agreement of the company associated with jpmorgan chase bank, n.a","agent, lender",2,0,1,Not found
120,who are the senior vice presidents of pnc bank,"winita lau, kent gorman, john t. murphy",2,0,1,Not found
120,who are the senior vice presidents of bank hapoalim b.m,"curt steiner, mark a. edwards, charles mclaughlin",2,0,1,Not found
120,who are the vice presidents of bank hapoalim b.m,"greg conner, cheryl sneor, rory desmond, lori chambers, james p. surless",2,0,1,Not found
120,what are the roles in the agreement of the company associated with wells fargo securities llc,"arranger, bookrunner",2,0,1,Not found
120,"what are the roles in the agreement of the company associated with merrill lynch, pierce, fenner smith incorporated","arrangers, bookrunner",2,0,1,Not found
121,"who are the authorized signatorys of mizuho bank, ltd","donna demagistris, victor pierzchalski",2,0,1,Not found
121,who are the managing directors of bank of the west,"shuji yabe, joshua r. pirozzolo",2,0,1,Not found
121,who are the vps of bank of taiwan,"jane chang, murtuza ziauddin",2,0,1,Not found
121,"who are the svps of bank of east asia, limited","james hua, kitty sin",2,0,1,Not found
121,who are the vice presidents of pnc bank,"derek chang, corey j. davis, christopher r. hermann",2,0,1,Christopher R. Hermann
121,who are the directors of the metropolitan life insurance company,"chris hursey, paul hultgren, steven r. bruno",2,0,1,Not found
121,who are the senior vice presidents of hsbc bank usa,"michael dixon, carla balesano, joseph philbin, michele dragonetti",2,0,1,Joseph Philbin
121,who are the vice presidents of fifth third bank,"darran wee, eric harvey, mary r. wright, shirley shipley, daniel vilarelle, peter c. underwood, s. bradley mcdougall",2,0,1,S. Bradley McDougall
121,what are the roles in the agreement of the company associated with u.s. bank national association,"agent, arranger, bookrunners",2,0,1,"Joint Lead Arrangers and Joint Bookrunners, and Co-Syndication Agents"
121,"what are the roles in the agreement of the company associated with wells fargo securities, llc","arranger, bookrunners",2,0,1,"Joint Lead Arrangers and Joint Bookrunners, and Co-Syndication Agents"
135,"what roles do both citigroup global markets inc. and dnb markets, inc. have in the agreement","bookrunner, lead arranger",1,1,1,Not found
135,what roles do both citigroup global markets inc. and j.p. morgan securities llc have in the agreement,"bookrunner, lead arranger",1,1,1,Not found
135,"what roles do both citigroup global markets inc. and merrill lynch, pierce, fenner smith incorporated have in the agreement",bookrunner,1,1,1,Not found
135,"what roles do both citigroup global markets inc. and mizuho bank, ltd. have in the agreement","bookrunner, lead arranger",1,1,1,Not found
135,"what roles do both citigroup global markets inc. and wells fargo securities, llc have in the agreement","bookrunner, lead arranger",1,1,1,Not found
135,"what roles do both dnb markets, inc. and j.p. morgan securities llc have in the agreement","bookrunner, lead arranger",1,1,1,Not found
135,"what roles do both dnb markets, inc. and merrill lynch, pierce, fenner smith incorporated have in the agreement",bookrunner,1,1,1,Not found
135,"what roles do both dnb markets, inc. and mizuho bank, ltd. have in the agreement","bookrunner, lead arranger",1,1,1,Not found
135,"what roles do both dnb markets, inc. and wells fargo securities, llc have in the agreement","bookrunner, lead arranger",1,1,1,Not found
135,"what roles do both j.p. morgan securities llc and merrill lynch, pierce, fenner smith incorporated have in the agreement",bookrunner,1,1,1,Not found
135,"what roles do both j.p. morgan securities llc and mizuho bank, ltd. have in the agreement","bookrunner, lead arranger",1,1,1,Not found
135,"what roles do both j.p. morgan securities llc and wells fargo securities, llc have in the agreement","bookrunner, lead arranger",1,1,1,Not found
135,"what roles do both merrill lynch, pierce, fenner smith incorporated and mizuho bank, ltd. have in the agreement",bookrunner,1,1,1,Not found
135,"what roles do both merrill lynch, pierce, fenner smith incorporated and wells fargo securities, llc have in the agreement",bookrunner,1,1,1,Not found
135,"what roles do both mizuho bank, ltd. and wells fargo securities, llc have in the agreement","bookrunner, lead arranger",1,1,1,Not found
135,which companies are both the bookrunner and the bookrunner in the agreement,"llc, inc., ltd., pierce, dnb markets, mizuho bank, merrill lynch, wells fargo securities, fenner smith incorporated",1,1,1,Not found
135,which companies are both the lead arranger and the arranger in the agreement,"llc, inc., ltd., dnb markets, mizuho bank, wells fargo securities",1,1,1,Not found
135,which companies are both the bookrunners and the bookrunners in the agreement,"llc, inc., ltd., pierce, dnb markets, mizuho bank, merrill lynch, wells fargo securities, fenner smith incorporated",1,1,1,Not found
135,which companies are both the book runner and the book runner in the agreement,"llc, inc., ltd., pierce, dnb markets, mizuho bank, merrill lynch, wells fargo securities, fenner smith incorporated",1,1,1,Not found
135,who are the managing directors of bnp paribas,"cheryl labelle, joseph onischuk",2,0,1,Joseph ONISCHUK
135,who are the senior vice presidents of branch banking and trust company,"devon j. lang, cathleen buckley",2,0,1,Not found
135,who are the directors of deutsche bank ag new york branch,"adam h. fey, mark sparrow, darlene arias, andreas bubenzer paim",2,0,1,Not found
135,"who are the authorized signatorys of morgan stanley bank, n.a.","leon mo, michael king, richard antl, william reid",2,0,1,Not found
135,"who are the managing directors of wells fargo bank, national association","david kee, gumaro tijerina, michael a. tribolet, michiel van der voort",2,0,1,Not found
135,"who are the vice presidents of plains all american pipeline, l.p.","les werme, hans beekmans, shannon juhan, gabriel juarez, john c. lozano, david valentine, m. colin warman, mark oberreuter, rosanne parsill, virginia cosenza, reginald crichlow, sharon s. spurlin, christine aharonian",2,0,1,Not found
135,what are the roles in the agreement of the company where stephanie balette is employed,"agent, lender",2,0,1,Not found
135,what are the roles in the agreement of the company where michiel van der voort is employed,"agent, lender",2,0,1,Not found
