document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,multiple_answers,f1_score,edit_distance,cosine_similarity,llm_as_a_judge
66,what roles do both bank of the west and u.s. bank national association have in the agreement,"bookrunner, book manager, lead arranger",1,1,,"Syndication Agents, Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility",1.0,0.10526315789473682,0.7833333333333333,0.04817415841951503,2
66,"what roles do both bank of the west and wells fargo securities, llc have in the agreement","bookrunner, book manager, lead arranger",1,1,,Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility,1.0,0.11764705882352941,0.7425742574257426,0.05026908748015023,3
66,"what roles do both bank of the west and mufg bank, ltd. have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Syndication Agents, Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility",1.0,0.10526315789473682,0.7833333333333333,0.04817415841951503,2
66,"what roles do both barclays bank plc and bofa securities, inc. have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility, Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility",1.0,0.1111111111111111,0.8181818181818182,0.05869868646731191,1
66,what roles do both barclays bank plc and citigroup global markets inc. have in the agreement,"bookrunner, book manager, lead arranger",1,1,,"Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility, Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility",1.0,0.1111111111111111,0.8181818181818182,0.05869868646731191,1
66,"what roles do both barclays bank plc and keybanc capital markets, inc. have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Barclays Bank PLC and KeyBanc Capital Markets, Inc. are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.07692307692307693,0.8632478632478633,0.050269087480150236,1
66,what roles do both barclays bank plc and u.s. bank national association have in the agreement,"bookrunner, book manager, lead arranger",1,1,,Barclays Bank PLC is Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arranger and Joint Bookrunner for the Tranche B Term Facility. U.S. Bank National Association is Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arranger and Joint Bookrunner for the Tranche B Term Facility.,1.0,0.24,0.9088669950738916,0.190403102229535,1
66,"what roles do both barclays bank plc and wells fargo securities, llc have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Barclays Bank PLC is Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arranger and Joint Bookrunner for the Tranche B Term Facility. Wells Fargo Securities, LLC is Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arranger and Joint Bookrunner for the Tranche B Term Facility.",1.0,0.23076923076923073,0.9084158415841584,0.19106468620247657,1
66,"what roles do both barclays bank plc and mufg bank, ltd. have in the agreement","bookrunner, book manager, lead arranger",1,1,,Barclays Bank PLC is Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arranger and Joint Bookrunner for the Tranche B Term Facility. MUFG Bank Ltd. is Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arranger and Joint Bookrunner for the Tranche B Term Facility.,1.0,0.25,0.9053708439897699,0.19073303367299554,1
66,"what roles do both bofa securities, inc. and citigroup global markets inc. have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Both BofA Securities, Inc. and Citigroup Global Markets Inc. are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.07692307692307693,0.859504132231405,0.049451870750039484,1
66,"what roles do both bofa securities, inc. and keybanc capital markets, inc. have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Both BofA Securities, Inc. and KeyBanc Capital Markets, Inc. are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.07692307692307693,0.8589211618257261,0.049451870750039484,1
66,"what roles do both bofa securities, inc. and wells fargo securities, llc have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Both BofA Securities, Inc. and Wells Fargo Securities, LLC are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.07692307692307693,0.8583333333333333,0.049451870750039484,1
66,"what roles do both citigroup global markets inc. and keybanc capital markets, inc. have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Both Citigroup Global Markets Inc. and KeyBanc Capital Markets, Inc. are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.07692307692307693,0.864,0.04867325664791489,1
66,what roles do both citigroup global markets inc. and u.s. bank national association have in the agreement,"bookrunner, book manager, lead arranger",1,1,,Both Citigroup Global Markets Inc. and U.S. Bank National Association are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.,1.0,0.07142857142857142,0.8645418326693227,0.04971983198380276,1
66,"what roles do both citigroup global markets inc. and wells fargo securities, llc have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Both Citigroup Global Markets Inc. and Wells Fargo Securities, LLC are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.07142857142857142,0.8594377510040161,0.04971983198380276,1
66,"what roles do both citigroup global markets inc. and mufg bank, ltd. have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Both Citigroup Global Markets Inc. and MUFG Bank, Ltd. are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.07407407407407407,0.8559322033898306,0.04999219690906711,1
66,"what roles do both keybanc capital markets, inc. and u.s. bank national association have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Both KeyBanc Capital Markets, Inc. and U.S. Bank National Association are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.07142857142857142,0.864,0.04971983198380276,3
66,"what roles do both keybanc capital markets, inc. and wells fargo securities, llc have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Both KeyBanc Capital Markets, Inc. and Wells Fargo Securities, LLC are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.07142857142857142,0.8629032258064516,0.04971983198380276,4
66,"what roles do both keybanc capital markets, inc. and mufg bank, ltd. have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Both KeyBanc Capital Markets, Inc. and MUFG Bank, Ltd. are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.07407407407407407,0.8553191489361702,0.04999219690906711,1
66,"what roles do both u.s. bank national association and wells fargo securities, llc have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Both U.S. Bank National Association and Wells Fargo Securities, LLC are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.07142857142857142,0.8634538152610441,0.04971983198380276,4
66,"what roles do both u.s. bank national association and mufg bank, ltd. have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Both U.S. Bank National Association and MUFG Bank, Ltd. are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.07692307692307693,0.8559322033898306,0.049451870750039484,4
66,"what roles do both wells fargo securities, llc and mufg bank, ltd. have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Both Wells Fargo Securities, LLC and MUFG Bank, Ltd. are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.07407407407407407,0.8547008547008547,0.04999219690906711,1
66,which companies are both the bookrunner and the bookrunner in the agreement,"llc, ltd., inc., mufg bank, bofa securities, bank of the west, barclays bank plc, wells fargo securities, keybanc capital markets, bnp paribas securities corp., u.s. bank national association",1,1,,Not found,1.0,0.0,0.9545454545454546,0.0,1
66,which companies are both the lead bookrunner and the bookrunner in the agreement,"llc, ltd., inc., mufg bank, bofa securities, bank of the west, barclays bank plc, wells fargo securities, keybanc capital markets, bnp paribas securities corp., u.s. bank national association",1,1,,Not found,1.0,0.0,0.9545454545454546,0.0,1
66,which companies are both the lead arranger and the arranger in the agreement,"llc, ltd., inc., mufg bank, bofa securities, bank of the west, barclays bank plc, wells fargo securities, keybanc capital markets, bnp paribas securities corp., u.s. bank national association",1,1,,Not found,1.0,0.0,0.9545454545454546,0.0,1
66,which companies are both the bookrunners and the bookrunners in the agreement,"llc, ltd., inc., mufg bank, bofa securities, bank of the west, barclays bank plc, wells fargo securities, keybanc capital markets, bnp paribas securities corp., u.s. bank national association",1,1,,"Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Bank of the West, Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc.",1.0,0.8695652173913043,0.654054054054054,0.8294871128546462,4
66,which companies are both the lead arranger and the lead arranger in the agreement,"llc, ltd., inc., mufg bank, bofa securities, bank of the west, barclays bank plc, wells fargo securities, keybanc capital markets, bnp paribas securities corp., u.s. bank national association",1,1,,Not found,1.0,0.0,0.9545454545454546,0.0,1
66,which companies are both the book runner and the book runner in the agreement,"llc, ltd., inc., mufg bank, bofa securities, bank of the west, barclays bank plc, wells fargo securities, keybanc capital markets, bnp paribas securities corp., u.s. bank national association",1,1,,Not found,1.0,0.0,0.9545454545454546,0.0,1
66,which companies are both the book manager and the book manager in the agreement,"llc, ltd., inc., mufg bank, bofa securities, bank of the west, barclays bank plc, wells fargo securities, keybanc capital markets, bnp paribas securities corp., u.s. bank national association",1,1,,Not found,1.0,0.0,0.9545454545454546,0.0,1
66,"who are the vice presidents of keybank, national association","ben snodgrass, tanille ingle",2,0,,Tanille Ingle,1.0,0.6666666666666666,0.5185185185185185,0.5797386715376658,4
66,"who are the directors of mufg bank, ltd.","kevin wood, cecile segovia",2,0,,Kevin Wood,1.0,0.6666666666666666,0.6,0.5797386715376658,3
66,"who are the managing directors of wells fargo bank, national association","darin mullis, erin robinson",2,0,,Darin Mullis,1.0,0.6666666666666666,0.5384615384615384,0.5797386715376658,3
66,who are the senior vice presidents of u.s. bank national association,"kristie li, bret douglas, tom priedeman, joseph d. hricovsky, kathryn e. benjamin",2,0,,Tom Priedeman,1.0,0.2857142857142857,0.8266666666666667,0.3351757433279261,2
66,what are the roles in the agreement of the company where james riley is employed,"lender, revolver",2,0,,Citibank N.A. is a Revolver and Term Loan A Lender.,1.0,0.3636363636363636,0.7916666666666666,0.3799783615910079,4
66,what are the roles in the agreement of the company where cecile segovia is employed,"agents, lender, arrangers, bookrunner, book manager, lead arranger",2,0,,Bank of the West is a Lender and Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility.,1.0,0.31999999999999995,0.6439393939393939,0.13744860896577518,3
66,what are the roles in the agreement of the company where kevin wood is employed,"agents, lender, arrangers, bookrunner, book manager, lead arranger",2,0,,"MUFG Bank, Ltd. is a Lender and Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arranger and Joint Bookrunner for the Tranche B Term Facility.",1.0,0.30769230769230765,0.7427184466019418,0.15886920671290872,4
66,what are the roles in the agreement of the company where erin robinson is employed,"agent, lender",2,0,,Not found,1.0,0.0,0.75,0.0,1
66,what are the roles in the agreement of the company where darin mullis is employed,"agent, lender",2,0,,"Wells Fargo Bank, National Association is the Administrative Agent, Collateral Agent, Swingline Lender, Issuing Lender and Lender.",1.0,0.25,0.904,0.583577300832907,5
66,what are the roles in the agreement of the company associated with bnp paribas securities corp.,"agents, arrangers, bookrunners",2,0,,BNP Paribas Securities Corp. is a Joint Lead Arranger and Joint Bookrunner for the Tranche B Term Facility.,1.0,0.0,0.7714285714285715,0.0,2
66,what are the roles in the agreement of the company associated with bank of the west,"agents, arrangers, bookrunners",2,0,,Bank of the West is a Lender and Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility.,1.0,0.0,0.8181818181818182,0.0,3
66,what are the roles in the agreement of the company associated with barclays bank plc,"agents, arrangers, bookrunners",2,0,,Barclays Bank PLC is an Issuing Lender and Lender and Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arranger and Joint Bookrunner for the Tranche B Term Facility.,1.0,0.0,0.8913043478260869,0.0,4
66,"what are the roles in the agreement of the company associated with bofa securities, inc.","agents, arrangers, bookrunners",2,0,,"BofA Securities, Inc. is Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arranger and Joint Bookrunner for the Tranche B Term Facility.",1.0,0.0,0.8743718592964824,0.0,3
66,what are the roles in the agreement of the company associated with citigroup global markets inc.,"agents, arrangers, bookrunners",2,0,,Citigroup Global Markets Inc. is Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arranger and Joint Bookrunner for the Tranche B Term Facility.,1.0,0.0,0.8798076923076923,0.0,3
66,"what are the roles in the agreement of the company associated with keybanc capital markets, inc.","arrangers, bookrunners",2,0,,"KeyBanc Capital Markets, Inc. is Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arranger and Joint Bookrunner for the Tranche B Term Facility.",1.0,0.0,0.9082125603864735,0.0,5
66,what are the roles in the agreement of the company associated with citibank n.a.,"lender, revolver",2,0,,"Citibank, N.A. is part of the group of companies that are Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility.",1.0,0.0,0.9361702127659575,0.0,4
66,"what are the roles in the agreement of the company associated with mufg bank, ltd.","agents, lender, arrangers, bookrunners",2,0,,"MUFG Bank, Ltd. is a Lender and Joint Lead Arranger and Joint Bookrunner for the Tranche A Term Facility and the Revolving Facility and Joint Lead Arranger and Joint Bookrunner for the Tranche B Term Facility.",1.0,0.0909090909090909,0.8495145631067961,0.028737689110455152,4
99,"who are the presidents of cbocs properties, inc.","doug couvillion, s. victoria harvey",2,0,,S. Victoria Harvey,1.0,0.7499999999999999,0.48484848484848486,0.5797386715376658,4
99,who are the managing directors of regions bank,"scott c. tocci, stephen a. leon, adriaan weststrate",2,0,,Scott C. Tocci,1.0,0.5454545454545454,0.723404255319149,0.4494364165239822,1
99,who are the vice presidents of greenstone farm credit services,"henry spark, jeff pavlik, laura daily, lisa r. cook, steven dixon",2,0,,Jeff Pavlik,1.0,0.3076923076923077,0.8166666666666667,0.3351757433279261,1
99,who are the senior vice presidents of avenue bank,"carol s. titus, r. andrew beam, anne h. lovette, william h. diehl, robert j. beckley",2,0,,Carol S. Titus,1.0,0.35294117647058826,0.8266666666666667,0.3351757433279261,1
99,what are the roles in the agreement of the company where stephen a. leon is employed,"agent, lender",2,0,,"Administrative Agent, Collateral Agent, Issuing Bank, Swing Line Bank and Lender",1.0,0.3636363636363636,0.8441558441558441,0.42637282189197573,2
99,what are the roles in the agreement of the company where adriaan weststrate is employed,"agent, lender",2,0,,Lender,1.0,0.6666666666666666,0.5,0.5797386715376658,4
99,what are the roles in the agreement of the company where scott c. tocci is employed,"agent, lender",2,0,,Lender,1.0,0.6666666666666666,0.5,0.5797386715376658,4
99,what are the roles in the agreement of the company where christine howatt is employed,"agent, lender",2,0,,Lender,1.0,0.6666666666666666,0.5,0.5797386715376658,4
99,what are the roles in the agreement of the company associated with co peratieve centrale raiffeisen boerenleenbank b.a.,"agent, arrangers, bookrunners",2,0,,Lender,1.0,0.0,0.8518518518518519,0.0,1
99,what are the roles in the agreement of the company associated with rabobank nederland,"agent, arrangers, bookrunners",2,0,,Lender,1.0,0.0,0.8518518518518519,0.0,1
99,what are the roles in the agreement of the company associated with regions bank,"agent, lender",2,0,,Lender,1.0,0.6666666666666666,0.5,0.5797386715376658,4
99,"what are the roles in the agreement of the company associated with the bank of tokyo mitsubishi ufj, ltd.","agent, lender",2,0,,Lender,1.0,0.6666666666666666,0.5,0.5797386715376658,4
99,"what are the roles in the agreement of the company associated with wells fargo bank, national association","bank, agent, lender",2,0,,"Administrative Agent, Collateral Agent, Issuing Bank, Swing Line Bank and Lender",1.0,0.5,0.8051948051948052,0.6321724880145828,1
167,what are the roles in the agreement of the company where shelley a. mcgregor is employed,"lender, l c issuer, administrative agent",2,0,,"Administrative Agent, a Lender, L/C Issuer and Swingline Lender",1.0,0.5714285714285715,0.639344262295082,0.755474439421554,4
167,"what are the roles in the agreement of the company associated with bank of america, n.a","l c issuer, swingline lender, administrative agent",2,0,,"Administrative Agent, a Lender, L/C Issuer and Swingline Lender",1.0,0.6666666666666666,0.7049180327868853,0.8495766450412413,5
167,what are the roles in the agreement of the company associated with bank of america merrill lynch,"book manager, lead arranger",2,0,,Sole Lead Arranger and Sole Book Manager,1.0,0.8,0.625,0.5368927118515179,4
167,"what are the roles in the agreement of the company associated with bank of america, n.a.,","lender, l c issuer, administrative agent",2,0,,"Administrative Agent, a Lender, L/C Issuer and Swingline Lender",1.0,0.5714285714285715,0.639344262295082,0.755474439421554,4
98,what are the roles in the agreement of the company where joan mok is employed,"agent, lender, l c issuer",2,0,,"Administrative Agent, Swing Line Lender and L/C Issuer, Lender",1.0,0.4615384615384615,0.6333333333333333,0.6194000100245768,4
98,what are the roles in the agreement of the company associated with bank of america,"agent, lender, l c issuer",2,0,,"Administrative Agent, Swing Line Lender and L/C Issuer, Lender",1.0,0.4615384615384615,0.6333333333333333,0.6194000100245768,4
98,"what are the roles in the agreement of the company associated with bank of america, n.a.","agent, lender, l c issuer",2,0,,"Administrative Agent, Swing Line Lender and L/C Issuer, Lender",1.0,0.4615384615384615,0.6333333333333333,0.6194000100245768,4
98,"what are the roles in the agreement of the company associated with citrix systems, inc.",borrower,2,0,,Borrower,1.0,1.0,0.0,1.0,5
98,what are the roles in the agreement of the company associated with j.p. morgan securities llc,"arrangers, book managers",2,0,,Arranger,1.0,0.0,0.6521739130434783,0.0,3
98,"what are the roles in the agreement of the company associated with merrill lynch, pierce, fenner smith incorporated","arrangers, book managers",2,0,,Arranger,1.0,0.0,0.6521739130434783,0.0,3
166,what are the roles in the agreement of the company where carl roberts is employed,"lender, bookrunners, lead arrangers",2,0,,"Head of Loan Syndications – South and Southeast Asia, Lender",1.0,0.14285714285714288,0.7457627118644068,0.09269789668627057,2
166,what are the roles in the agreement of the company where mark pope is employed,"lender, bookrunners",2,0,,"Assistant Vice President, Lender",1.0,0.3333333333333333,0.8387096774193549,0.22028815056182974,2
166,what are the roles in the agreement of the company where r. srinivasa sekaran is employed,"lender, bookrunners",2,0,,"SVP (Credit Administration), Lender",1.0,0.3333333333333333,0.8235294117647058,0.22028815056182974,3
166,what are the roles in the agreement of the company where suguru hattori is employed,"lender, bookrunners",2,0,,"General Manager, Lender",1.0,0.4,0.6818181818181818,0.26055567105626243,2
166,what are the roles in the agreement of the company where sandeep patnaik is employed,"lender, bookrunners, lead arrangers",2,0,,"Head - CBO, Axis Bank, Hong Kong Branch",1.0,0.0,0.8285714285714286,0.0,1
166,what are the roles in the agreement of the company where rachit bhatia is employed,"lender, bookrunners, lead arrangers",2,0,,"Chief Executive, Axis Bank, Hong Kong Branch",1.0,0.0,0.8095238095238095,0.0,1
166,what are the roles in the agreement of the company where sudip kumar ghatak is employed,"lender, bookrunners, lead arrangers",2,0,,"Chief Manager, Syndication Center, Zonal office, Dubai UAE",1.0,0.0,0.7818181818181819,0.0,1
166,what are the roles in the agreement of the company where dipak gupta is employed,"lender, bookrunners",2,0,,Joint Managing Director,1.0,0.0,0.9130434782608695,0.0,1
166,what are the roles in the agreement of the company where rajeev mohan is employed,"lender, bookrunners",2,0,,Senior Executive Vice President,1.0,0.0,0.7741935483870968,0.0,1
166,what are the roles in the agreement of the company where simon williams is employed,"lender, bookrunners, collateral agent, administrative agent",2,0,,"Head CRC, Europe, Lender",1.0,0.22222222222222224,0.7857142857142857,0.09867961797986957,2
166,what are the roles in the agreement of the company where james perkins is employed,"lender, bookrunners, collateral agent, administrative agent",2,0,,"Manager, CRC, Europe, Lender",1.0,0.22222222222222224,0.7857142857142857,0.09867961797986957,1
166,what are the roles in the agreement of the company where valdeep singh is employed,"lender, bookrunners, collateral agent, administrative agent",2,0,,"Legal Counsel, Administrative Agent, Collateral Agent",1.0,0.6,0.625,0.6029748160380571,3
166,what are the roles in the agreement of the company associated with icici bank limited,"bookrunners, lead arrangers",2,0,,"ICICI Bank Limited is a Mandated Lead Arranger and Bookrunner, and a Lender.",1.0,0.14285714285714288,0.7567567567567568,0.09042421401858962,5
166,what are the roles in the agreement of the company associated with novelis corporation,"guarantor, mortgagor",2,0,,Novelis Corporation is a U.S. Guarantor and the U.S. Issuer of Senior Notes.,1.0,0.14285714285714285,0.8169014084507042,0.11223928915077026,1
166,what are the roles in the agreement of the company associated with australia and new zealand banking group limited,"lender, bookrunners, lead arrangers",2,0,,Australia and New Zealand Banking Group Limited is a Mandated Lead Arranger and Bookrunner.,1.0,0.11764705882352941,0.7222222222222222,0.07098413734701413,3
166,what are the roles in the agreement of the company associated with barclays bank plc,"lender, bookrunners",2,0,,Barclays Bank PLC is a Mandated Lead Arranger and Bookrunner.,1.0,0.0,0.75,0.0,4
166,what are the roles in the agreement of the company associated with state bank of india,"lender, bookrunners",2,0,,State Bank of India is a Mandated Lead Arranger and Bookrunner.,1.0,0.0,0.7580645161290323,0.0,3
166,what are the roles in the agreement of the company associated with standard chartered bank,"collateral agent, administrative agent",2,0,,"Standard Chartered Bank is the Administrative Agent and Collateral Agent, a Mandated Lead Arranger and Bookrunner, and a Lender.",1.0,0.33333333333333337,0.776,0.3712570852542976,4
166,"what are the roles in the agreement of the company associated with the bank of tokyo mitsubishi ufj, ltd.","lender, bookrunners",2,0,,"The Bank of Tokyo-Mitsubishi UFJ, LTD. is a Mandated Lead Arranger and Bookrunner.",1.0,0.0,0.8076923076923077,0.0,1
166,what are the roles in the agreement of the company associated with axis bank limited,"lender, bookrunners, lead arrangers",2,0,,Axis Bank Limited is a Mandated Lead Arranger and Bookrunner.,1.0,0.14285714285714288,0.7,0.09269789668627057,3
166,what are the roles in the agreement of the company associated with bank of baroda,"lender, bookrunners, lead arrangers",2,0,,Bank of Baroda is a Mandated Lead Arranger and Bookrunner.,1.0,0.14285714285714288,0.6666666666666666,0.09269789668627057,4
166,what are the roles in the agreement of the company associated with kotak mahindra bank limited,"lender, bookrunners",2,0,,Kotak Mahindra Bank Limited is a Mandated Lead Arranger and Bookrunner.,1.0,0.0,0.7714285714285715,0.0,5
166,what are the roles in the agreement of the company associated with standard chartered bank,"lender, bookrunners, collateral agent, administrative agent",2,0,,"Standard Chartered Bank is the Administrative Agent and Collateral Agent, a Mandated Lead Arranger and Bookrunner, and a Lender.",1.0,0.4,0.696,0.35817270062893625,5
67,what roles do both coherus intermediate corp. and intekrin therapeutics inc. have in the agreement,additional credit party,1,1,,Additional Credit Party,1.0,1.0,0.0,1.0000000000000002,5
67,which companies are both the additional credit party and the credit party in the agreement,"intekrin therapeutics inc., coherus intermediate corp.",1,1,,Not found,1.0,0.0,0.8627450980392157,0.0,1
67,what are the roles in the agreement of the company where michael fleming is employed,credit party,2,0,,Additional Credit Party,1.0,0.8,0.4782608695652174,0.7092972666062739,4
67,what are the roles in the agreement of the company where mcdavid stilwell is employed,"borrower, credit party",2,0,,"Borrower, Credit Party",1.0,1.0,0.0,1.0000000000000002,5
67,what are the roles in the agreement of the company where dennis m. lanfear is employed,"borrower, credit party",2,0,,"Borrower, Credit Party",1.0,1.0,0.0,1.0000000000000002,5
67,"what are the roles in the agreement of the company associated with coherus biosciences, inc.","borrower, credit party",2,0,,"Borrower, Credit Party",1.0,1.0,0.0,1.0000000000000002,5
73,who are the authorized signatorys of credit suisse securities usa llc,"vipul dhadda, karim rahimtoola",2,0,,"Vipul Dhadda, Karim Rahimtoola",1.0,1.0,0.0,1.0,5
73,"who are the managing directors of cr dit industriel et commercial, new york bank","marcus edward, clifford abramsky",2,0,,"Marcus Edward, Clifford Abramsky",1.0,1.0,0.0,1.0,5
73,who are the vice presidents of fifth third bank,"michael chanin, j. david izard.",2,0,,J. David Izard,1.0,0.7499999999999999,0.5357142857142857,0.5797386715376658,4
73,"who are the directors of the bank of tokyo mitsubishi ufj, ltd","cfa., ola anderssen, srbui seferian",2,0,,Ola Anderssen,1.0,0.5714285714285715,0.59375,0.5023287782256719,3
73,who are the vice presidents of deutsche bank securities inc,"benjamin souh, don b. pinzon, peter cucchiara, marie f. harrison",2,0,,"Peter Cucchiara, Benjamin Souh",1.0,0.5714285714285715,0.6949152542372882,0.5797386715376658,3
73,what are the roles in the agreement of the company where christopher m. aitkin is employed,"bookrunners, lead arrangers",2,0,,"Lender, Joint Lead Arrangers and Joint Bookrunners",1.0,0.6666666666666666,0.673469387755102,0.44943641652398214,3
73,what are the roles in the agreement of the company where lindsey mcgraw is employed,"bookrunners, lead arrangers",2,0,,Lender,1.0,0.0,0.8076923076923077,0.0,1
73,what are the roles in the agreement of the company where karim rahimtoola is employed,"bookrunners, lead arrangers",2,0,,"Authorized Signatory for Credit Suisse AG, Cayman Islands Branch",1.0,0.0,0.8095238095238095,0.0,1
73,what are the roles in the agreement of the company where vipul dhadda is employed,"bookrunners, lead arrangers",2,0,,"Authorized Signatory for Credit Suisse AG, Cayman Islands Branch",1.0,0.0,0.8095238095238095,0.0,1
73,what are the roles in the agreement of the company where don b. pinzon is employed,"bookrunners, lead arrangers",2,0,,"Vice President of Bank of America, N.A., Administrative Agent and Collateral Agent",1.0,0.0,0.7948717948717948,0.0,1
73,what are the roles in the agreement of the company where marie f. harrison is employed,"bookrunners, lead arrangers",2,0,,"Vice President of Bank of America, N.A., Lender, L/C Issuer and Swing Line Lender",1.0,0.0,0.8026315789473685,0.0,1
73,what are the roles in the agreement of the company where benjamin souh is employed,"bookrunners, lead arrangers",2,0,,"Vice President of Deutsche Bank AG New York Branch, Lender",1.0,0.0,0.7719298245614035,0.0,1
73,what are the roles in the agreement of the company where peter cucchiara is employed,"bookrunners, lead arrangers",2,0,,"Vice President of Deutsche Bank AG New York Branch, Lender",1.0,0.0,0.7719298245614035,0.0,1
73,what are the roles in the agreement of the company associated with bank of america,"l c issuer, bookrunners, lead arrangers, collateral agent, swing line lender, administrative agent",2,0,,"Administrative Agent, Collateral Agent, Swing Line Lender, L/C Issuer, Lender, Arranger",1.0,0.6666666666666666,0.5376344086021505,0.7122806475976394,4
73,"what are the roles in the agreement of the company associated with suntrust robinson humphrey, inc","bookrunners, lead arrangers",2,0,,"Joint Lead Arrangers and Joint Bookrunners, Lender",1.0,0.6666666666666666,0.7346938775510204,0.44943641652398214,4
